Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)|Wind's direction(°)|Wind's cardinal direction|Wind's speed(Beaufort)|Wind gust(Beaufort)|Wind gust(km/h)|Feel-like temperature
2019-08-18|00:00:00|0.18|0.0|0.0|12.9|23.61|0.0|27.9|37.6|md____|18.0|85|0|2.5|1014.7|0.0|40|215|sw|2|3|18|18.0
2019-08-18|00:01:00|0.17|0.0|0.0|12.9|23.61|0.0|27.9|37.6|md____|18.0|85|0|2.5|1014.7|0.0|40|215|sw|2|3|18|18.0
2019-08-18|00:02:00|0.16|0.0|0.0|12.9|23.63|0.0|27.9|37.6|md____|18.0|85|0|2.5|1014.7|0.0|40|215|sw|2|3|18|18.0
2019-08-18|00:03:00|0.18|0.0|0.0|12.9|23.64|0.0|27.9|37.6|md____|18.0|85|0|2.5|1014.7|0.0|40|215|sw|2|3|18|18.0
2019-08-18|00:04:00|0.17|0.0|0.0|12.9|23.64|0.0|27.9|37.6|md____|18.0|85|0|2.5|1014.7|0.0|40|215|sw|2|3|18|18.0
2019-08-18|00:05:00|0.16|0.0|0.0|12.9|23.6|0.0|27.9|37.6|md____|18.0|85|0|2.5|1014.7|0.0|40|215|sw|2|3|18|18.0
2019-08-18|00:06:00|0.17|0.0|0.0|12.9|23.6|0.0|27.9|37.6|md____|18.0|85|0|2.5|1014.7|0.0|40|215|sw|2|3|18|18.0
2019-08-18|00:07:00|0.17|0.0|0.0|12.9|23.59|0.0|27.9|37.6|md____|18.0|85|0|2.5|1014.7|0.0|40|215|sw|2|3|18|18.0
2019-08-18|00:08:00|0.18|0.0|0.0|12.9|23.62|0.0|27.9|37.6|md____|18.0|85|0|2.5|1014.7|0.0|40|215|sw|2|3|18|18.0
2019-08-18|00:09:00|0.18|0.0|0.0|12.89|23.61|0.0|27.9|37.6|md____|18.0|85|0|2.5|1014.7|0.0|40|215|sw|2|3|18|18.0
2019-08-18|00:10:00|0.18|0.0|0.0|12.9|23.62|0.0|27.9|37.6|md____|18.0|85|0|2.4|1014.6|0.0|40|210|sw|2|3|19|18.0
2019-08-18|00:11:00|0.19|0.0|0.0|12.9|23.6|0.0|27.9|37.7|md____|18.0|85|0|2.4|1014.6|0.0|40|210|sw|2|3|19|18.0
2019-08-18|00:12:00|0.17|0.0|0.0|12.89|23.6|0.0|27.9|37.7|md____|18.0|85|0|2.4|1014.6|0.0|40|210|sw|2|3|19|18.0
2019-08-18|00:13:00|0.18|0.0|0.0|12.89|23.63|0.0|27.9|37.7|md____|18.0|85|0|2.4|1014.6|0.0|40|210|sw|2|3|19|18.0
2019-08-18|00:14:00|0.19|0.0|0.0|12.89|23.63|0.0|27.9|37.7|md____|18.0|85|0|2.4|1014.6|0.0|40|210|sw|2|3|19|18.0
2019-08-18|00:15:00|0.18|0.0|0.0|12.9|23.6|0.0|27.9|37.7|md____|18.0|85|0|2.4|1014.6|0.0|40|210|sw|2|3|19|18.0
2019-08-18|00:16:00|0.18|0.0|0.0|12.89|23.61|0.0|27.9|37.7|md____|18.0|85|0|2.4|1014.6|0.0|40|210|sw|2|3|19|18.0
2019-08-18|00:17:00|0.19|0.0|0.0|12.9|23.61|0.0|27.9|37.7|md____|18.0|85|0|2.4|1014.6|0.0|40|210|sw|2|3|19|18.0
2019-08-18|00:18:00|0.17|0.0|0.0|12.89|23.6|0.0|27.9|37.7|md____|18.0|85|0|2.4|1014.6|0.0|40|210|sw|2|3|19|18.0
2019-08-18|00:19:00|0.18|0.0|0.0|12.9|23.6|0.0|27.9|37.7|md____|18.0|85|0|2.4|1014.6|0.0|40|210|sw|2|3|19|18.0
2019-08-18|00:20:00|0.2|0.0|0.0|12.9|23.6|0.0|27.9|37.7|md____|18.0|85|0|2.4|1014.5|0.0|40|210|sw|2|3|19|18.0
