Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)|Wind's direction(°)|Wind's cardinal direction|Wind's speed(Beaufort)|Wind gust(Beaufort)|Wind gust(km/h)|Feel-like temperature|Azimuth|Elevation
2019-10-07|00:00:00|0.23|0.0|0.0|12.84|19.62|0.227|24.2|35.0|md____|7.5|90|0|3.6|1012.3|0.0|50|105|o|3|4|26|5.2|0.00|0.00
2019-10-07|00:01:00|0.23|0.0|0.0|12.84|19.6|0.227|24.2|35.0|md____|7.5|90|0|3.6|1012.3|0.0|50|105|o|3|4|26|5.2|0.00|0.00
2019-10-07|00:02:00|0.24|0.0|0.0|12.84|19.6|0.227|24.2|35.0|md____|7.5|90|0|3.6|1012.3|0.0|50|105|o|3|4|26|5.2|0.00|0.00
2019-10-07|00:03:00|0.23|0.0|0.0|12.85|19.61|0.227|24.2|35.0|md____|7.5|90|0|3.6|1012.3|0.0|50|105|o|3|4|26|5.2|0.00|0.00
2019-10-07|00:04:00|0.23|0.0|0.0|12.83|19.57|0.227|24.2|35.0|md____|7.5|90|0|3.6|1012.3|0.0|50|105|o|3|4|26|5.2|0.00|0.00
2019-10-07|00:05:00|0.22|0.0|0.0|12.83|19.6|0.227|24.2|35.0|md____|7.5|90|0|3.6|1012.3|0.0|50|105|o|3|4|26|5.2|0.00|0.00
2019-10-07|00:06:00|0.23|0.0|0.0|12.84|19.58|0.227|24.2|35.0|md____|7.5|90|0|3.6|1012.3|0.0|50|105|o|3|4|26|5.2|0.00|0.00
2019-10-07|00:07:00|0.27|0.0|0.0|12.84|19.57|0.227|24.2|35.0|md____|7.5|90|0|3.6|1012.3|0.0|50|105|o|3|4|26|5.2|0.00|0.00
2019-10-07|00:08:00|0.23|0.0|0.0|12.84|19.6|0.227|24.2|35.0|md____|7.5|90|0|3.6|1012.3|0.0|50|105|o|3|4|26|5.2|0.00|0.00
2019-10-07|00:09:00|0.22|0.0|0.0|12.83|19.57|0.227|24.2|35.0|md____|7.5|90|0|3.6|1012.3|0.0|50|105|o|3|4|26|5.2|0.00|0.00
2019-10-07|00:10:00|0.22|0.0|0.0|12.83|19.61|0.227|24.2|35.0|mdr1__|7.4|90|0|3.6|1012.3|0.1|55|105|o|3|4|26|5.0|0.00|0.00
2019-10-07|00:11:00|0.23|0.0|0.0|12.83|19.61|0.227|24.2|35.0|mdr1__|7.4|90|0|3.6|1012.3|0.1|55|105|o|3|4|26|5.0|0.00|0.00
2019-10-07|00:12:00|0.2|0.0|0.0|12.83|19.6|0.227|24.2|35.0|mdr1__|7.4|90|0|3.6|1012.3|0.1|55|105|o|3|4|26|5.0|0.00|0.00
2019-10-07|00:13:00|0.21|0.0|0.0|12.84|19.57|0.227|24.2|35.0|mdr1__|7.4|90|0|3.6|1012.3|0.1|55|105|o|3|4|26|5.0|0.00|0.00
2019-10-07|00:14:00|0.21|0.0|0.0|12.84|19.58|0.227|24.2|35.0|mdr1__|7.4|90|0|3.6|1012.3|0.1|55|105|o|3|4|26|5.0|0.00|0.00
2019-10-07|00:15:00|0.21|0.0|0.0|12.83|19.57|0.171|24.2|35.0|mdr1__|7.4|90|0|3.6|1012.3|0.1|55|105|o|3|4|26|5.0|0.00|0.00
2019-10-07|00:16:00|0.21|0.0|0.0|12.84|19.6|0.227|24.2|35.0|mdr1__|7.4|90|0|3.6|1012.3|0.1|55|105|o|3|4|26|5.0|0.00|0.00
2019-10-07|00:17:00|0.21|0.0|0.0|12.83|19.57|0.227|24.2|34.9|mdr1__|7.4|90|0|3.6|1012.3|0.1|55|105|o|3|4|26|5.0|0.00|0.00
2019-10-07|00:18:00|0.22|0.0|0.0|12.83|19.54|0.227|24.2|35.0|mdr1__|7.4|90|0|3.6|1012.3|0.1|55|105|o|3|4|26|5.0|0.00|0.00
2019-10-07|00:19:00|0.21|0.0|0.0|12.84|19.6|0.227|24.2|35.0|mdr1__|7.4|90|0|3.6|1012.3|0.1|55|105|o|3|4|26|5.0|0.00|0.00
