Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)|Wind's direction(°)|Wind's cardinal direction|Wind's speed(Beaufort)|Wind gust(Beaufort)|Wind gust(km/h)|Feel-like temperature
2019-09-07|00:00:00|0.18|0.0|0.0|12.75|22.15|0.284|26.5|36.9|mdr1__|14.3|75|0|0.6|1020.0|0.2|60|335|nw|1|2|8|14.3
2019-09-07|00:01:00|0.18|0.0|0.0|12.74|22.17|0.284|26.5|36.9|mdr1__|14.3|75|0|0.6|1020.0|0.2|60|335|nw|1|2|8|14.3
2019-09-07|00:02:00|0.19|0.0|0.0|12.74|22.14|0.284|26.5|36.9|mdr1__|14.3|75|0|0.6|1020.0|0.2|60|335|nw|1|2|8|14.3
2019-09-07|00:03:00|0.19|0.0|0.0|12.75|22.16|0.284|26.5|36.9|mdr1__|14.3|75|0|0.6|1020.0|0.2|60|335|nw|1|2|8|14.3
2019-09-07|00:04:00|0.18|0.0|0.0|12.75|22.16|0.284|26.5|36.9|mdr1__|14.3|75|0|0.6|1020.0|0.2|60|335|nw|1|2|8|14.3
2019-09-07|00:05:00|0.17|0.0|0.0|12.75|22.15|0.284|26.5|36.9|mdr1__|14.3|75|0|0.6|1020.0|0.2|60|335|nw|1|2|8|14.3
2019-09-07|00:06:00|0.19|0.0|0.0|12.74|22.13|0.284|26.5|36.9|mdr1__|14.3|75|0|0.6|1020.0|0.2|60|335|nw|1|2|8|14.3
2019-09-07|00:07:00|0.18|0.0|0.0|12.75|22.14|0.284|26.5|36.9|mdr1__|14.3|75|0|0.6|1020.0|0.2|60|335|nw|1|2|8|14.3
2019-09-07|00:08:00|0.18|0.0|0.0|12.75|22.12|0.284|26.5|36.9|mdr1__|14.3|75|0|0.6|1020.0|0.2|60|335|nw|1|2|8|14.3
2019-09-07|00:09:00|0.19|0.0|0.0|12.75|22.12|0.284|26.5|36.9|mdr1__|14.3|75|0|0.6|1020.0|0.2|60|335|nw|1|2|8|14.3
2019-09-07|00:10:00|0.2|0.0|0.0|12.75|22.15|0.284|26.5|36.9|mdr2__|14.1|80|0|0.7|1020.0|0.5|65|330|nw|1|2|8|14.1
2019-09-07|00:11:00|0.18|0.0|0.0|12.75|22.11|0.284|26.5|36.9|mdr2__|14.1|80|0|0.7|1020.0|0.5|65|330|nw|1|2|8|14.1
2019-09-07|00:12:00|0.19|0.0|0.0|12.75|22.12|0.284|26.5|36.9|mdr2__|14.1|80|0|0.7|1020.0|0.5|65|330|nw|1|2|8|14.1
2019-09-07|00:13:00|0.18|0.0|0.0|12.75|22.12|0.284|26.5|36.9|mdr2__|14.1|80|0|0.7|1020.0|0.5|65|330|nw|1|2|8|14.1
2019-09-07|00:14:00|0.19|0.0|0.0|12.75|22.13|0.284|26.5|36.9|mdr2__|14.1|80|0|0.7|1020.0|0.5|65|330|nw|1|2|8|14.1
2019-09-07|00:15:00|0.18|0.0|0.0|12.75|22.13|0.284|26.5|36.9|mdr2__|14.1|80|0|0.7|1020.0|0.5|65|330|nw|1|2|8|14.1
2019-09-07|00:16:00|0.18|0.0|0.0|12.74|22.14|0.284|26.5|36.9|mdr2__|14.1|80|0|0.7|1020.0|0.5|65|330|nw|1|2|8|14.1
2019-09-07|00:17:00|0.19|0.0|0.0|12.75|22.11|0.284|26.5|36.9|mdr2__|14.1|80|0|0.7|1020.0|0.5|65|330|nw|1|2|8|14.1
2019-09-07|00:18:00|0.19|0.0|0.0|12.75|22.11|0.284|26.5|36.9|mdr2__|14.1|80|0|0.7|1020.0|0.5|65|330|nw|1|2|8|14.1
2019-09-07|00:19:00|0.18|0.0|0.0|12.74|22.11|0.284|26.5|36.9|mdr2__|14.1|80|0|0.7|1020.0|0.5|65|330|nw|1|2|8|14.1
2019-09-07|00:20:00|0.19|0.0|0.0|12.74|22.11|0.284|26.5|36.9|mdr2__|14.0|80|0|0.7|1019.9|0.6|80|330|nw|1|2|8|14.0
2019-09-07|00:21:00|0.18|0.0|0.0|12.75|22.11|0.284|26.5|36.9|mdr2__|14.0|80|0|0.7|1019.9|0.6|80|330|nw|1|2|8|14.0
2019-09-07|00:22:00|0.18|0.0|0.0|12.75|22.13|0.284|26.5|36.9|mdr2__|14.0|80|0|0.7|1019.9|0.6|80|330|nw|1|2|8|14.0
2019-09-07|00:23:00|0.16|0.0|0.0|12.74|22.13|0.284|26.5|36.9|mdr2__|14.0|80|0|0.7|1019.9|0.6|80|330|nw|1|2|8|14.0
2019-09-07|00:24:00|0.17|0.0|0.0|12.75|22.12|0.284|26.5|36.9|mdr2__|14.0|80|0|0.7|1019.9|0.6|80|330|nw|1|2|8|14.0
2019-09-07|00:25:00|0.19|0.0|0.0|12.74|22.09|0.284|26.5|36.9|mdr2__|14.0|80|0|0.7|1019.9|0.6|80|330|nw|1|2|8|14.0
2019-09-07|00:26:00|0.18|0.0|0.0|12.75|22.13|0.284|26.5|36.9|mdr2__|14.0|80|0|0.7|1019.9|0.6|80|330|nw|1|2|8|14.0
2019-09-07|00:27:00|0.16|0.0|0.0|12.74|22.11|0.284|26.5|36.9|mdr2__|14.0|80|0|0.7|1019.9|0.6|80|330|nw|1|2|8|14.0
2019-09-07|00:28:00|0.17|0.0|0.0|12.75|22.12|0.284|26.5|36.9|mdr2__|14.0|80|0|0.7|1019.9|0.6|80|330|nw|1|2|8|14.0
2019-09-07|00:29:00|0.16|0.0|0.0|12.75|22.12|0.284|26.5|36.9|mdr2__|14.0|80|0|0.7|1019.9|0.6|80|330|nw|1|2|8|14.0
2019-09-07|00:30:00|0.18|0.0|0.0|12.74|22.1|0.284|26.5|36.9|mdr2__|13.4|80|0|0.8|1019.9|0.7|85|330|nw|1|2|8|13.4
2019-09-07|00:31:00|0.19|0.0|0.0|12.75|22.1|0.284|26.5|36.9|mdr2__|13.4|80|0|0.8|1019.9|0.7|85|330|nw|1|2|8|13.4
2019-09-07|00:32:00|0.18|0.0|0.0|12.75|22.1|0.284|26.5|36.9|mdr2__|13.4|80|0|0.8|1019.9|0.7|85|330|nw|1|2|8|13.4
2019-09-07|00:33:00|0.19|0.0|0.0|12.75|22.14|0.284|26.5|36.9|mdr2__|13.4|80|0|0.8|1019.9|0.7|85|330|nw|1|2|8|13.4
2019-09-07|00:34:00|0.17|0.0|0.0|12.74|22.1|0.284|26.5|36.9|mdr2__|13.4|80|0|0.8|1019.9|0.7|85|330|nw|1|2|8|13.4
2019-09-07|00:35:00|0.18|0.0|0.0|12.74|22.11|0.284|26.5|36.9|mdr2__|13.4|80|0|0.8|1019.9|0.7|85|330|nw|1|2|8|13.4
2019-09-07|00:36:00|0.18|0.0|0.0|12.75|22.11|0.284|26.5|36.9|mdr2__|13.4|80|0|0.8|1019.9|0.7|85|330|nw|1|2|8|13.4
2019-09-07|00:37:00|0.17|0.0|0.0|12.74|22.13|0.284|26.5|36.9|mdr2__|13.4|80|0|0.8|1019.9|0.7|85|330|nw|1|2|8|13.4
2019-09-07|00:38:00|0.16|0.0|0.0|12.75|22.11|0.284|26.5|36.9|mdr2__|13.4|80|0|0.8|1019.9|0.7|85|330|nw|1|2|8|13.4
2019-09-07|00:39:00|0.18|0.0|0.0|12.74|22.09|0.284|26.5|36.9|mdr2__|13.4|80|0|0.8|1019.9|0.7|85|330|nw|1|2|8|13.4
2019-09-07|00:40:00|0.18|0.0|0.0|12.74|22.07|0.284|26.5|36.9|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:41:00|0.17|0.0|0.0|12.74|22.08|0.284|26.5|36.9|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:42:00|0.17|0.0|0.0|12.74|22.11|0.284|26.5|36.9|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:43:00|0.16|0.0|0.0|12.75|22.11|0.284|26.5|36.9|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:44:00|0.18|0.0|0.0|12.75|22.11|0.284|26.5|36.9|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:45:00|0.17|0.0|0.0|12.74|22.07|0.284|26.5|36.9|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:46:00|0.18|0.0|0.0|12.74|22.1|0.284|26.5|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:47:00|0.18|0.0|0.0|12.74|22.11|0.284|26.5|36.9|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:48:00|0.18|0.0|0.0|12.75|22.08|0.284|26.5|36.9|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:49:00|0.2|0.0|0.0|12.75|22.09|0.284|26.5|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:50:00|0.17|0.0|0.0|12.74|22.07|0.284|26.5|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:51:00|0.18|0.0|0.0|12.74|22.09|0.284|26.5|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:52:00|0.18|0.0|0.0|12.74|22.08|0.284|26.5|36.9|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:53:00|0.17|0.0|0.0|12.74|22.11|0.284|26.5|36.9|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:54:00|0.19|0.0|0.0|12.74|22.1|0.284|26.5|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:55:00|0.18|0.0|0.0|12.74|22.08|0.284|26.4|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:56:00|0.17|0.0|0.0|12.75|22.06|0.284|26.5|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:57:00|0.16|0.0|0.0|12.74|22.05|0.284|26.5|36.9|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:58:00|0.17|0.0|0.0|12.74|22.1|0.284|26.5|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|00:59:00|0.16|0.0|0.0|12.74|22.07|0.284|26.5|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|01:00:00|0.18|0.0|0.0|12.74|22.09|0.284|26.5|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|01:01:00|0.16|0.0|0.0|12.75|22.06|0.284|26.5|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|01:02:00|0.16|0.0|0.0|12.74|22.08|0.284|26.4|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|01:03:00|0.16|0.0|0.0|12.74|22.08|0.284|26.5|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|01:04:00|0.16|0.0|0.0|12.74|22.08|0.284|26.4|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|01:05:00|0.17|0.0|0.0|12.74|22.08|0.284|26.4|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|01:06:00|0.16|0.0|0.0|12.74|22.06|0.284|26.4|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|01:07:00|0.16|0.0|0.0|12.74|22.08|0.284|26.4|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|01:08:00|0.2|0.0|0.0|12.74|22.08|0.284|26.4|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|01:09:00|0.16|0.0|0.0|12.74|22.06|0.284|26.4|37.0|mdr2__|13.5|80|0|0.8|1019.8|1.0|85|330|nw|1|2|8|13.5
2019-09-07|01:10:00|0.17|0.0|0.0|12.74|22.05|0.284|26.4|37.0|mdr2__|13.4|80|0|0.9|1019.6|0.8|85|330|nw|1|2|8|13.4
2019-09-07|01:11:00|0.17|0.0|0.0|12.74|22.07|0.284|26.4|37.0|mdr2__|13.4|80|0|0.9|1019.6|0.8|85|330|nw|1|2|8|13.4
