Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)|Wind's direction(°)|Wind's cardinal direction|Wind's speed(Beaufort)|Wind gust(Beaufort)|Wind gust(km/h)|Feel-like temperature
2019-08-17|00:00:00|0.18|0.0|0.0|12.92|23.72|0.0|27.8|35.6|mo____|13.8|85|0|2.0|1017.1|0.0|10|160|s|2|3|12|13.8
2019-08-17|00:01:00|0.17|0.0|0.0|12.92|23.74|0.0|27.8|35.6|mo____|13.8|85|0|2.0|1017.1|0.0|10|160|s|2|3|12|13.8
2019-08-17|00:02:00|0.19|0.0|0.0|12.92|23.73|0.0|27.8|35.6|mo____|13.8|85|0|2.0|1017.1|0.0|10|160|s|2|3|12|13.8
2019-08-17|00:03:00|0.17|0.0|0.0|12.92|23.74|0.0|27.7|35.6|mo____|13.8|85|0|2.0|1017.1|0.0|10|160|s|2|3|12|13.8
2019-08-17|00:04:00|0.18|0.0|0.0|12.92|23.73|0.0|27.7|35.6|mo____|13.8|85|0|2.0|1017.1|0.0|10|160|s|2|3|12|13.8
2019-08-17|00:05:00|0.18|0.0|0.0|12.92|23.73|0.0|27.7|35.6|mo____|13.8|85|0|2.0|1017.1|0.0|10|160|s|2|3|12|13.8
2019-08-17|00:06:00|0.18|0.0|0.0|12.92|23.71|0.0|27.7|35.6|mo____|13.8|85|0|2.0|1017.1|0.0|10|160|s|2|3|12|13.8
2019-08-17|00:07:00|0.17|0.0|0.0|12.91|23.71|0.0|27.7|35.7|mo____|13.8|85|0|2.0|1017.1|0.0|10|160|s|2|3|12|13.8
2019-08-17|00:08:00|0.19|0.0|0.0|12.92|23.72|0.0|27.7|35.7|mo____|13.8|85|0|2.0|1017.1|0.0|10|160|s|2|3|12|13.8
2019-08-17|00:09:00|0.19|0.0|0.0|12.92|23.74|0.0|27.7|35.7|mo____|13.8|85|0|2.0|1017.1|0.0|10|160|s|2|3|12|13.8
2019-08-17|00:10:00|0.17|0.0|0.0|12.92|23.74|0.0|27.7|35.7|mo____|13.5|85|0|2.1|1017.0|0.0|10|160|s|2|3|12|13.5
2019-08-17|00:11:00|0.19|0.0|0.0|12.92|23.73|0.0|27.7|35.7|mo____|13.5|85|0|2.1|1017.0|0.0|10|160|s|2|3|12|13.5
2019-08-17|00:12:00|0.19|0.0|0.0|12.92|23.72|0.0|27.7|35.7|mo____|13.5|85|0|2.1|1017.0|0.0|10|160|s|2|3|12|13.5
2019-08-17|00:13:00|0.18|0.0|0.0|12.92|23.69|0.0|27.7|35.7|mo____|13.5|85|0|2.1|1017.0|0.0|10|160|s|2|3|12|13.5
2019-08-17|00:14:00|0.17|0.0|0.0|12.91|23.72|0.0|27.7|35.7|mo____|13.5|85|0|2.1|1017.0|0.0|10|160|s|2|3|12|13.5
2019-08-17|00:15:00|0.18|0.0|0.0|12.92|23.7|0.0|27.7|35.7|mo____|13.5|85|0|2.1|1017.0|0.0|10|160|s|2|3|12|13.5
2019-08-17|00:16:00|0.17|0.0|0.0|12.91|23.69|0.0|27.7|35.7|mo____|13.5|85|0|2.1|1017.0|0.0|10|160|s|2|3|12|13.5
2019-08-17|00:17:00|0.18|0.0|0.0|12.92|23.7|0.0|27.7|35.7|mo____|13.5|85|0|2.1|1017.0|0.0|10|160|s|2|3|12|13.5
2019-08-17|00:18:00|0.17|0.0|0.0|12.92|23.71|0.0|27.7|35.7|mo____|13.5|85|0|2.1|1017.0|0.0|10|160|s|2|3|12|13.5
2019-08-17|00:19:00|0.2|0.0|0.0|12.91|23.67|0.0|27.7|35.7|mo____|13.5|85|0|2.1|1017.0|0.0|10|160|s|2|3|12|13.5
2019-08-17|00:20:00|0.18|0.0|0.0|12.91|23.67|0.0|27.7|35.8|mo____|13.5|85|0|2.1|1017.0|0.0|10|160|s|2|3|12|13.5
2019-08-17|00:21:00|0.18|0.0|0.0|12.91|23.68|0.0|27.7|35.8|mo____|13.4|85|0|2.0|1016.9|0.0|10|160|s|2|3|12|13.4
2019-08-17|00:22:00|0.17|0.0|0.0|12.91|23.67|0.0|27.7|35.8|mo____|13.4|85|0|2.0|1016.9|0.0|10|160|s|2|3|12|13.4
2019-08-17|00:23:00|0.18|0.0|0.0|12.92|23.69|0.0|27.7|35.8|mo____|13.4|85|0|2.0|1016.9|0.0|10|160|s|2|3|12|13.4
2019-08-17|00:24:00|0.19|0.0|0.0|12.91|23.7|0.0|27.7|35.8|mo____|13.4|85|0|2.0|1016.9|0.0|10|160|s|2|3|12|13.4
2019-08-17|00:25:00|0.18|0.0|0.0|12.91|23.66|0.0|27.7|35.8|mo____|13.4|85|0|2.0|1016.9|0.0|10|160|s|2|3|12|13.4
2019-08-17|00:26:00|0.18|0.0|0.0|12.91|23.65|0.0|27.7|35.8|mo____|13.4|85|0|2.0|1016.9|0.0|10|160|s|2|3|12|13.4
2019-08-17|00:27:00|0.19|0.0|0.0|12.91|23.67|0.0|27.7|35.8|mo____|13.4|85|0|2.0|1016.9|0.0|10|160|s|2|3|12|13.4
2019-08-17|00:28:00|0.17|0.0|0.0|12.91|23.66|0.0|27.7|35.8|mo____|13.4|85|0|2.0|1016.9|0.0|10|160|s|2|3|12|13.4
