Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)
2019-08-08|00:00:00|0.16|0.0|0.0|12.76|23.61|0.0|27.8|45.4|mdr2__|15.7|90|0|4.0|1011.7|0.3|70
2019-08-08|00:01:00|0.17|0.0|0.0|12.77|23.63|0.0|27.8|45.3|mdr2__|15.7|90|0|4.0|1011.7|0.3|70
2019-08-08|00:02:00|0.15|0.0|0.0|12.76|23.63|0.0|27.8|45.3|mdr2__|15.7|90|0|4.0|1011.7|0.3|70
2019-08-08|00:03:00|0.15|0.0|0.0|12.77|23.63|0.0|27.8|45.3|mdr2__|15.7|90|0|4.0|1011.7|0.3|70
2019-08-08|00:04:00|0.16|0.0|0.0|12.77|23.63|0.0|27.8|45.3|mdr2__|15.7|90|0|4.0|1011.7|0.3|70
2019-08-08|00:05:00|0.16|0.0|0.0|12.76|23.62|0.0|27.8|45.4|mdr2__|15.7|90|0|4.0|1011.7|0.3|70
2019-08-08|00:06:00|0.16|0.0|0.0|12.76|23.63|0.0|27.8|45.3|mdr2__|15.7|90|0|4.0|1011.7|0.3|70
2019-08-08|00:07:00|0.16|0.0|0.0|12.77|23.61|0.0|27.8|45.3|mdr2__|15.7|90|0|4.0|1011.7|0.3|70
2019-08-08|00:08:00|0.16|0.0|0.0|12.77|23.58|0.0|27.8|45.3|mdr2__|15.7|90|0|4.0|1011.7|0.3|70
2019-08-08|00:09:00|0.14|0.0|0.0|12.77|23.62|0.0|27.8|45.3|mdr2__|15.7|90|0|4.0|1011.7|0.3|70
2019-08-08|00:10:00|0.16|0.0|0.0|12.77|23.58|0.0|27.8|45.3|mdr1__|15.7|90|0|3.9|1012.0|0.2|60
2019-08-08|00:11:00|0.16|0.0|0.0|12.77|23.6|0.0|27.8|45.3|mdr1__|15.7|90|0|3.9|1012.0|0.2|60
2019-08-08|00:12:00|0.15|0.0|0.0|12.77|23.61|0.0|27.8|45.3|mdr1__|15.7|90|0|3.9|1012.0|0.2|60
2019-08-08|00:13:00|0.15|0.0|0.0|12.77|23.58|0.0|27.8|45.3|mdr1__|15.7|90|0|3.9|1012.0|0.2|60
2019-08-08|00:14:00|0.16|0.0|0.0|12.77|23.6|0.0|27.8|45.3|mdr1__|15.7|90|0|3.9|1012.0|0.2|60
2019-08-08|00:15:00|0.14|0.0|0.0|12.76|23.61|0.0|27.8|45.3|mdr1__|15.7|90|0|3.9|1012.0|0.2|60
2019-08-08|00:16:00|0.15|0.0|0.0|12.77|23.59|0.0|27.8|45.3|mdr1__|15.7|90|0|3.9|1012.0|0.2|60
2019-08-08|00:17:00|0.16|0.0|0.0|12.76|23.61|0.0|27.8|45.3|mdr1__|15.7|90|0|3.9|1012.0|0.2|60
2019-08-08|00:18:00|0.16|0.0|0.0|12.76|23.57|0.0|27.8|45.3|mdr1__|15.7|90|0|3.9|1012.0|0.2|60
2019-08-08|00:19:00|0.16|0.0|0.0|12.76|23.6|0.0|27.8|45.3|mdr1__|15.7|90|0|3.9|1012.0|0.2|60
