Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)
2019-08-13|00:00:00|0.17|0.0|0.0|12.71|24.04|0.0|28.2|43.3|mdr2__|15.6|95|0|2.8|1018.4|3.5|90
2019-08-13|00:01:00|0.18|0.0|0.0|12.71|24.02|0.0|28.2|43.2|mdr2__|15.6|95|0|2.8|1018.4|3.5|90
2019-08-13|00:02:00|0.16|0.0|0.0|12.71|24.02|0.0|28.2|43.3|mdr2__|15.6|95|0|2.8|1018.4|3.5|90
2019-08-13|00:03:00|0.19|0.0|0.0|12.71|24.01|0.0|28.2|43.2|mdr2__|15.6|95|0|2.8|1018.4|3.5|90
2019-08-13|00:04:00|0.17|0.0|0.0|12.71|24.03|0.0|28.2|43.3|mdr2__|15.6|95|0|2.8|1018.4|3.5|90
2019-08-13|00:05:00|0.18|0.0|0.0|12.7|24.0|0.0|28.2|43.3|mdr2__|15.6|95|0|2.8|1018.4|3.5|90
2019-08-13|00:06:00|0.19|0.0|0.0|12.71|24.05|0.0|28.2|43.3|mdr2__|15.6|95|0|2.8|1018.4|3.5|90
2019-08-13|00:07:00|0.17|0.0|0.0|12.71|24.03|0.0|28.2|43.3|mdr2__|15.6|95|0|2.8|1018.4|3.5|90
2019-08-13|00:08:00|0.19|0.0|0.0|12.71|24.04|0.0|28.2|43.3|mdr2__|15.6|95|0|2.8|1018.4|3.5|90
2019-08-13|00:09:00|0.17|0.0|0.0|12.71|24.04|0.0|28.2|43.3|mdr2__|15.6|95|0|2.8|1018.4|3.5|90
2019-08-13|00:10:00|0.18|0.0|0.0|12.7|24.03|0.0|28.2|43.3|mdr2__|15.5|95|0|3.0|1018.6|0.7|90
2019-08-13|00:11:00|0.17|0.0|0.0|12.71|24.03|0.0|28.2|43.3|mdr2__|15.5|95|0|3.0|1018.6|0.7|90
2019-08-13|00:12:00|0.18|0.0|0.0|12.71|24.04|0.0|28.2|43.3|mdr2__|15.5|95|0|3.0|1018.6|0.7|90
2019-08-13|00:13:00|0.18|0.0|0.0|12.7|24.04|0.0|28.2|43.3|mdr2__|15.5|95|0|3.0|1018.6|0.7|90
2019-08-13|00:14:00|0.18|0.0|0.0|12.71|24.01|0.0|28.2|43.3|mdr2__|15.5|95|0|3.0|1018.6|0.7|90
2019-08-13|00:15:00|0.18|0.0|0.0|12.71|24.01|0.0|28.2|43.3|mdr2__|15.5|95|0|3.0|1018.6|0.7|90
2019-08-13|00:16:00|0.2|0.0|0.0|12.7|24.0|0.0|28.2|43.3|mdr2__|15.5|95|0|3.0|1018.6|0.7|90
2019-08-13|00:17:00|0.19|0.0|0.0|12.71|24.03|0.0|28.2|43.4|mdr2__|15.5|95|0|3.0|1018.6|0.7|90
2019-08-13|00:18:00|0.18|0.0|0.0|12.71|24.03|0.0|28.2|43.3|mdr2__|15.5|95|0|3.0|1018.6|0.7|90
2019-08-13|00:19:00|0.19|0.0|0.0|12.71|23.97|0.0|28.2|43.3|mdr2__|15.5|95|0|3.0|1018.6|0.7|90
2019-08-13|00:20:00|0.2|0.0|0.0|12.71|23.98|0.0|28.2|43.4|mdr1__|15.5|95|0|3.1|1018.6|0.3|80
2019-08-13|00:21:00|0.18|0.0|0.0|12.71|23.99|0.0|28.2|43.3|mdr1__|15.5|95|0|3.1|1018.6|0.3|80
2019-08-13|00:22:00|0.17|0.0|0.0|12.71|23.98|0.0|28.2|43.4|mdr1__|15.5|95|0|3.1|1018.6|0.3|80
2019-08-13|00:23:00|0.18|0.0|0.0|12.71|24.01|0.0|28.2|43.4|mdr1__|15.5|95|0|3.1|1018.6|0.3|80
2019-08-13|00:24:00|0.18|0.0|0.0|12.71|23.99|0.0|28.2|43.4|mdr1__|15.5|95|0|3.1|1018.6|0.3|80
2019-08-13|00:25:00|0.16|0.0|0.0|12.71|24.02|0.0|28.2|43.3|mdr1__|15.5|95|0|3.1|1018.6|0.3|80
2019-08-13|00:26:00|0.18|0.0|0.0|12.71|23.98|0.0|28.2|43.3|mdr1__|15.5|95|0|3.1|1018.6|0.3|80
2019-08-13|00:27:00|0.19|0.0|0.0|12.71|24.01|0.0|28.2|43.3|mdr1__|15.5|95|0|3.1|1018.6|0.3|80
