Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)
2019-08-11|00:00:00|0.18|0.0|0.0|12.88|25.04|0.0|29.0|45.2|mb____|19.3|80|0|2.1|1018.7|0.0|30
2019-08-11|00:01:00|0.19|0.0|0.0|12.89|25.05|0.0|29.0|45.2|mb____|19.3|80|0|2.1|1018.7|0.0|30
2019-08-11|00:02:00|0.18|0.0|0.0|12.88|25.03|0.0|29.0|45.2|mb____|19.3|80|0|2.1|1018.7|0.0|30
2019-08-11|00:03:00|0.18|0.0|0.0|12.88|25.05|0.0|29.0|45.2|mb____|19.3|80|0|2.1|1018.7|0.0|30
2019-08-11|00:04:00|0.17|0.0|0.0|12.88|25.03|0.0|29.0|45.3|mb____|19.3|80|0|2.1|1018.7|0.0|30
2019-08-11|00:05:00|0.16|0.0|0.0|12.89|25.01|0.0|29.0|45.2|mb____|19.3|80|0|2.1|1018.7|0.0|30
2019-08-11|00:06:00|0.17|0.0|0.0|12.88|25.02|0.0|29.0|45.2|mb____|19.3|80|0|2.1|1018.7|0.0|30
2019-08-11|00:07:00|0.18|0.0|0.0|12.87|25.04|0.0|29.0|45.3|mb____|19.3|80|0|2.1|1018.7|0.0|30
2019-08-11|00:08:00|0.17|0.0|0.0|12.88|25.04|0.0|29.0|45.4|mb____|19.3|80|0|2.1|1018.7|0.0|30
2019-08-11|00:09:00|0.16|0.0|0.0|12.88|25.04|0.0|29.0|45.3|mb____|19.3|80|0|2.1|1018.7|0.0|30
2019-08-11|00:10:00|0.18|0.0|0.0|12.88|24.99|0.0|29.0|45.3|mb____|19.2|80|0|1.9|1018.8|0.0|25
2019-08-11|00:11:00|0.19|0.0|0.0|12.87|24.99|0.0|29.0|45.3|mb____|19.2|80|0|1.9|1018.8|0.0|25
2019-08-11|00:12:00|0.2|0.0|0.0|12.88|24.99|0.0|29.0|45.3|mb____|19.2|80|0|1.9|1018.8|0.0|25
2019-08-11|00:13:00|0.18|0.0|0.0|12.88|25.01|0.0|29.0|45.3|mb____|19.2|80|0|1.9|1018.8|0.0|25
2019-08-11|00:14:00|0.17|0.0|0.0|12.87|25.04|0.0|29.0|45.3|mb____|19.2|80|0|1.9|1018.8|0.0|25
2019-08-11|00:15:00|0.17|0.0|0.0|12.88|25.01|0.0|29.0|45.3|mb____|19.2|80|0|1.9|1018.8|0.0|25
2019-08-11|00:16:00|0.17|0.0|0.0|12.87|24.99|0.0|29.0|45.3|mb____|19.2|80|0|1.9|1018.8|0.0|25
2019-08-11|00:17:00|0.18|0.0|0.0|12.87|25.01|0.0|29.0|45.3|mb____|19.2|80|0|1.9|1018.8|0.0|25
2019-08-11|00:18:00|0.17|0.0|0.0|12.88|24.98|0.0|29.0|45.3|mb____|19.2|80|0|1.9|1018.8|0.0|25
2019-08-11|00:19:00|0.17|0.0|0.0|12.87|25.02|0.0|29.0|45.3|mb____|19.2|80|0|1.9|1018.8|0.0|25
2019-08-11|00:20:00|0.17|0.0|0.0|12.87|25.0|0.0|29.0|45.4|mb____|19.0|80|0|1.8|1018.9|0.0|25
2019-08-11|00:21:00|0.18|0.0|0.0|12.88|25.02|0.0|29.0|45.3|mb____|19.0|80|0|1.8|1018.9|0.0|25
2019-08-11|00:22:00|0.17|0.0|0.0|12.88|25.01|0.0|29.0|45.4|mb____|19.0|80|0|1.8|1018.9|0.0|25
2019-08-11|00:23:00|0.2|0.0|0.0|12.88|25.0|0.0|29.0|45.3|mb____|19.0|80|0|1.8|1018.9|0.0|25
2019-08-11|00:24:00|0.19|0.0|0.0|12.87|24.97|0.0|29.0|45.4|mb____|19.0|80|0|1.8|1018.9|0.0|25
2019-08-11|00:25:00|0.19|0.0|0.0|12.88|24.97|0.0|29.0|45.4|mb____|19.0|80|0|1.8|1018.9|0.0|25
2019-08-11|00:26:00|0.19|0.0|0.0|12.87|24.99|0.0|29.0|45.4|mb____|19.0|80|0|1.8|1018.9|0.0|25
2019-08-11|00:27:00|0.19|0.0|0.0|12.87|25.0|0.0|29.0|45.3|mb____|19.0|80|0|1.8|1018.9|0.0|25
