Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)
2019-08-06|00:00:00|0.17|0.0|0.0|12.85|23.7|0.0|28.1|43.6|mo____|18.5|80|0|2.4|1013.8|0.0|20
2019-08-06|00:01:00|0.17|0.0|0.0|12.85|23.7|0.0|28.1|43.6|mo____|18.5|80|0|2.4|1013.8|0.0|20
2019-08-06|00:02:00|0.19|0.0|0.0|12.85|23.66|0.0|28.1|43.6|mo____|18.5|80|0|2.4|1013.8|0.0|20
2019-08-06|00:03:00|0.18|0.0|0.0|12.85|23.67|0.0|28.1|43.6|mo____|18.5|80|0|2.4|1013.8|0.0|20
2019-08-06|00:04:00|0.2|0.0|0.0|12.85|23.67|0.0|28.1|43.6|mo____|18.5|80|0|2.4|1013.8|0.0|20
2019-08-06|00:05:00|0.17|0.0|0.0|12.85|23.67|0.0|28.1|43.6|mo____|18.5|80|0|2.4|1013.8|0.0|20
2019-08-06|00:06:00|0.18|0.0|0.0|12.85|23.7|0.0|28.1|43.6|mo____|18.5|80|0|2.4|1013.8|0.0|20
2019-08-06|00:07:00|0.18|0.0|0.0|12.85|23.68|0.0|28.1|43.5|mo____|18.5|80|0|2.4|1013.8|0.0|20
2019-08-06|00:08:00|0.18|0.0|0.0|12.85|23.69|0.0|28.1|43.5|mo____|18.5|80|0|2.4|1013.8|0.0|20
2019-08-06|00:09:00|0.2|0.0|0.0|12.85|23.69|0.0|28.1|43.5|mo____|18.5|80|0|2.4|1013.8|0.0|20
2019-08-06|00:10:00|0.18|0.0|0.0|12.84|23.72|0.0|28.1|43.5|mo____|18.0|85|0|2.3|1013.8|0.0|15
2019-08-06|00:11:00|0.19|0.0|0.0|12.85|23.68|0.0|28.1|43.5|mo____|18.0|85|0|2.3|1013.8|0.0|15
2019-08-06|00:12:00|0.18|0.0|0.0|12.85|23.72|0.0|28.1|43.5|mo____|18.0|85|0|2.3|1013.8|0.0|15
2019-08-06|00:13:00|0.19|0.0|0.0|12.85|23.72|0.0|28.1|43.5|mo____|18.0|85|0|2.3|1013.8|0.0|15
2019-08-06|00:14:00|0.17|0.0|0.0|12.85|23.69|0.0|28.1|43.5|mo____|18.0|85|0|2.3|1013.8|0.0|15
2019-08-06|00:15:00|0.17|0.0|0.0|12.85|23.69|0.0|28.1|43.4|mo____|18.0|85|0|2.3|1013.8|0.0|15
2019-08-06|00:16:00|0.19|0.0|0.0|12.85|23.7|0.0|28.1|43.5|mo____|18.0|85|0|2.3|1013.8|0.0|15
