Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)|Wind's direction(°)|Wind's cardinal direction|Wind's speed(Beaufort)|Wind gust(Beaufort)|Wind gust(km/h)|Feel-like temperature|Azimuth|Elevation
2019-10-05|00:00:00|0.17|0.0|0.0|12.72|20.38|0.171|24.9|33.4|mdr2__|10.0|90|0|5.0|1009.7|0.4|70|255|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:01:00|0.19|0.0|0.0|12.73|20.4|0.171|24.9|33.4|mdr2__|10.0|90|0|5.0|1009.7|0.4|70|255|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:02:00|0.18|0.0|0.0|12.72|20.38|0.171|24.9|33.4|mdr2__|10.0|90|0|5.0|1009.7|0.4|70|255|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:03:00|0.17|0.0|0.0|12.73|20.39|0.171|24.9|33.3|mdr2__|10.0|90|0|5.0|1009.7|0.4|70|255|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:04:00|0.2|0.0|0.0|12.72|20.39|0.171|24.9|33.4|mdr2__|10.0|90|0|5.0|1009.7|0.4|70|255|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:05:00|0.18|0.0|0.0|12.72|20.4|0.171|24.9|33.4|mdr2__|10.0|90|0|5.0|1009.7|0.4|70|255|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:06:00|0.19|0.0|0.0|12.73|20.39|0.171|24.9|33.4|mdr2__|10.0|90|0|5.0|1009.7|0.4|70|255|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:07:00|0.17|0.0|0.0|12.73|20.4|0.171|24.9|33.4|mdr2__|10.0|90|0|5.0|1009.7|0.4|70|255|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:08:00|0.18|0.0|0.0|12.72|20.39|0.171|24.9|33.4|mdr2__|10.0|90|0|5.0|1009.7|0.4|70|255|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:09:00|0.18|0.0|0.0|12.73|20.4|0.171|24.9|33.3|mdr2__|10.0|90|0|5.0|1009.7|0.4|70|255|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:10:00|0.18|0.0|0.0|12.73|20.37|0.171|24.9|33.3|mdr2__|10.0|90|0|5.0|1009.7|0.4|70|255|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:11:00|0.18|0.0|0.0|12.72|20.39|0.171|24.9|33.3|mdr1__|10.0|90|0|4.9|1009.8|0.1|60|250|w|3|5|35|7.6|0.00|0.00
2019-10-05|00:12:00|0.17|0.0|0.0|12.73|20.4|0.171|24.9|33.3|mdr1__|10.0|90|0|4.9|1009.8|0.1|60|250|w|3|5|35|7.6|0.00|0.00
2019-10-05|00:13:00|0.18|0.0|0.0|12.72|20.4|0.171|24.9|33.3|mdr1__|10.0|90|0|4.9|1009.8|0.1|60|250|w|3|5|35|7.6|0.00|0.00
2019-10-05|00:14:00|0.17|0.0|0.0|12.73|20.38|0.171|24.9|33.3|mdr1__|10.0|90|0|4.9|1009.8|0.1|60|250|w|3|5|35|7.6|0.00|0.00
2019-10-05|00:15:00|0.18|0.0|0.0|12.73|20.36|0.171|24.9|33.3|mdr1__|10.0|90|0|4.9|1009.8|0.1|60|250|w|3|5|35|7.6|0.00|0.00
2019-10-05|00:16:00|0.2|0.0|0.0|12.73|20.4|0.171|24.9|33.3|mdr1__|10.0|90|0|4.9|1009.8|0.1|60|250|w|3|5|35|7.6|0.00|0.00
2019-10-05|00:17:00|0.17|0.0|0.0|12.73|20.4|0.171|24.9|33.3|mdr1__|10.0|90|0|4.9|1009.8|0.1|60|250|w|3|5|35|7.6|0.00|0.00
2019-10-05|00:18:00|0.18|0.0|0.0|12.73|20.41|0.171|24.9|33.3|mdr1__|10.0|90|0|4.9|1009.8|0.1|60|250|w|3|5|35|7.6|0.00|0.00
2019-10-05|00:19:00|0.16|0.0|0.0|12.72|20.38|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.8|0.1|60|250|w|3|5|35|7.6|0.00|0.00
2019-10-05|00:20:00|0.18|0.0|0.0|12.72|20.39|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.8|0.1|60|250|w|3|5|35|7.6|0.00|0.00
2019-10-05|00:21:00|0.18|0.0|0.0|12.73|20.36|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.8|0.2|70|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:22:00|0.19|0.0|0.0|12.72|20.38|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.8|0.2|70|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:23:00|0.16|0.0|0.0|12.72|20.37|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.8|0.2|70|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:24:00|0.18|0.0|0.0|12.72|20.39|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.8|0.2|70|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:25:00|0.18|0.0|0.0|12.72|20.35|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.8|0.2|70|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:26:00|0.18|0.0|0.0|12.73|20.38|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.8|0.2|70|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:27:00|0.16|0.0|0.0|12.72|20.39|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.8|0.2|70|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:28:00|0.18|0.0|0.0|12.73|20.36|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.8|0.2|70|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:29:00|0.16|0.0|0.0|12.72|20.37|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.8|0.2|70|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:30:00|0.16|0.0|0.0|12.73|20.35|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.8|0.2|70|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:31:00|0.17|0.0|0.0|12.72|20.35|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.9|0.3|75|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:32:00|0.16|0.0|0.0|12.72|20.38|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.9|0.3|75|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:33:00|0.18|0.0|0.0|12.72|20.38|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.9|0.3|75|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:34:00|0.18|0.0|0.0|12.72|20.38|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.9|0.3|75|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:35:00|0.19|0.0|0.0|12.73|20.34|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.9|0.3|75|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:36:00|0.19|0.0|0.0|12.73|20.34|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.9|0.3|75|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:37:00|0.17|0.0|0.0|12.73|20.38|0.171|24.9|33.4|mdr1__|10.0|90|0|4.9|1009.9|0.3|75|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:38:00|0.18|0.0|0.0|12.72|20.37|0.171|24.9|33.3|mdr1__|10.0|90|0|4.9|1009.9|0.3|75|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:39:00|0.17|0.0|0.0|12.72|20.35|0.171|24.9|33.3|mdr1__|10.0|90|0|4.9|1009.9|0.3|75|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:40:00|0.17|0.0|0.0|12.72|20.35|0.171|24.9|33.3|mdr1__|10.0|90|0|4.9|1009.9|0.3|75|250|w|3|5|35|10.0|0.00|0.00
2019-10-05|00:41:00|0.17|0.0|0.0|12.73|20.36|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:42:00|0.17|0.0|0.0|12.72|20.36|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:43:00|0.18|0.0|0.0|12.73|20.37|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:44:00|0.16|0.0|0.0|12.72|20.37|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:45:00|0.16|0.0|0.0|12.72|20.36|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:46:00|0.17|0.0|0.0|12.72|20.34|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:47:00|0.18|0.0|0.0|12.73|20.33|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:48:00|0.18|0.0|0.0|12.72|20.37|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:49:00|0.2|0.0|0.0|12.72|20.35|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:50:00|0.18|0.0|0.0|12.73|20.32|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:51:00|0.18|0.0|0.0|12.72|20.35|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:52:00|0.17|0.0|0.0|12.72|20.34|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:53:00|0.18|0.0|0.0|12.73|20.35|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:54:00|0.16|0.0|0.0|12.72|20.35|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:55:00|0.17|0.0|0.0|12.72|20.36|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:56:00|0.18|0.0|0.0|12.72|20.32|0.171|24.9|33.4|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:57:00|0.17|0.0|0.0|12.72|20.33|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:58:00|0.17|0.0|0.0|12.72|20.36|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|00:59:00|0.18|0.0|0.0|12.72|20.31|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:00:00|0.18|0.0|0.0|12.72|20.3|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:01:00|0.16|0.0|0.0|12.73|20.34|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:02:00|0.18|0.0|0.0|12.72|20.32|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:03:00|0.18|0.0|0.0|12.72|20.3|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:04:00|0.17|0.0|0.0|12.72|20.31|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:05:00|0.19|0.0|0.0|12.72|20.32|0.171|24.9|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:06:00|0.18|0.0|0.0|12.72|20.32|0.171|24.8|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:07:00|0.17|0.0|0.0|12.72|20.34|0.171|24.8|33.4|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:08:00|0.18|0.0|0.0|12.72|20.31|0.171|24.8|33.4|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:09:00|0.18|0.0|0.0|12.73|20.34|0.171|24.8|33.4|mdr1__|10.7|90|0|4.9|1009.9|0.2|70|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:10:00|0.17|0.0|0.0|12.72|20.33|0.171|24.8|33.4|mdr1__|10.7|90|0|4.9|1009.9|0.5|80|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:11:00|0.17|0.0|0.0|12.72|20.29|0.171|24.8|33.4|mdr1__|10.7|90|0|4.9|1009.9|0.5|80|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:12:00|0.17|0.0|0.0|12.72|20.3|0.171|24.8|33.3|mdr1__|10.7|90|0|4.9|1009.9|0.5|80|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:13:00|0.18|0.0|0.0|12.72|20.3|0.171|24.8|33.4|mdr1__|10.7|90|0|4.9|1009.9|0.5|80|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:14:00|0.18|0.0|0.0|12.72|20.29|0.171|24.8|33.4|mdr1__|10.7|90|0|4.9|1009.9|0.5|80|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:15:00|0.17|0.0|0.0|12.72|20.33|0.171|24.8|33.4|mdr1__|10.7|90|0|4.9|1009.9|0.5|80|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:16:00|0.18|0.0|0.0|12.72|20.3|0.171|24.8|33.4|mdr1__|10.7|90|0|4.9|1009.9|0.5|80|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:17:00|0.19|0.0|0.0|12.72|20.29|0.171|24.8|33.4|mdr1__|10.7|90|0|4.9|1009.9|0.5|80|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:18:00|0.16|0.0|0.0|12.72|20.3|0.171|24.8|33.4|mdr1__|10.7|90|0|4.9|1009.9|0.5|80|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:19:00|0.18|0.0|0.0|12.72|20.33|0.171|24.8|33.4|mdr1__|10.7|90|0|4.9|1009.9|0.5|80|250|w|3|5|35|10.7|0.00|0.00
2019-10-05|01:20:00|0.18|0.0|0.0|12.72|20.3|0.171|24.8|33.4|mdr2__|10.7|90|0|4.9|1009.9|0.5|80|245|sw|3|5|35|10.7|0.00|0.00
2019-10-05|01:21:00|0.16|0.0|0.0|12.72|20.32|0.171|24.8|33.4|mdr2__|10.7|90|0|4.9|1009.9|0.5|80|245|sw|3|5|35|10.7|0.00|0.00
2019-10-05|01:22:00|0.19|0.0|0.0|12.72|20.3|0.171|24.8|33.3|mdr2__|10.7|90|0|4.9|1009.9|0.5|80|245|sw|3|5|35|10.7|0.00|0.00
