Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)|Wind's direction(°)|Wind's cardinal direction|Wind's speed(Beaufort)|Wind gust(Beaufort)|Wind gust(km/h)|Feel-like temperature
2019-09-03|00:00:00|0.16|0.0|0.0|12.75|22.94|0.171|27.0|38.8|mo____|14.3|80|0|2.2|1024.1|0.0|10|245|sw|2|3|17|14.3
2019-09-03|00:01:00|0.17|0.0|0.0|12.75|22.94|0.171|27.0|38.8|mo____|14.3|80|0|2.2|1024.1|0.0|10|245|sw|2|3|17|14.3
2019-09-03|00:02:00|0.16|0.0|0.0|12.75|22.92|0.171|27.0|38.8|mo____|14.3|80|0|2.2|1024.1|0.0|10|245|sw|2|3|17|14.3
2019-09-03|00:03:00|0.17|0.0|0.0|12.75|22.93|0.171|27.0|38.9|mo____|14.3|80|0|2.2|1024.1|0.0|10|245|sw|2|3|17|14.3
2019-09-03|00:04:00|0.17|0.0|0.0|12.75|22.9|0.171|27.0|38.8|mo____|14.3|80|0|2.2|1024.1|0.0|10|245|sw|2|3|17|14.3
2019-09-03|00:05:00|0.17|0.0|0.0|12.75|22.93|0.171|27.0|38.8|mo____|14.3|80|0|2.2|1024.1|0.0|10|245|sw|2|3|17|14.3
2019-09-03|00:06:00|0.15|0.0|0.0|12.74|22.9|0.171|27.0|38.8|mo____|14.3|80|0|2.2|1024.1|0.0|10|245|sw|2|3|17|14.3
2019-09-03|00:07:00|0.16|0.0|0.0|12.75|22.92|0.171|27.0|38.8|mo____|14.3|80|0|2.2|1024.1|0.0|10|245|sw|2|3|17|14.3
2019-09-03|00:08:00|0.14|0.0|0.0|12.74|22.93|0.171|27.0|38.8|mo____|14.3|80|0|2.2|1024.1|0.0|10|245|sw|2|3|17|14.3
2019-09-03|00:09:00|0.16|0.0|0.0|12.75|22.93|0.171|27.0|38.9|mo____|14.3|80|0|2.2|1024.1|0.0|10|245|sw|2|3|17|14.3
2019-09-03|00:10:00|0.16|0.0|0.0|12.75|22.93|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:11:00|0.16|0.0|0.0|12.75|22.94|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:12:00|0.16|0.0|0.0|12.74|22.9|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:13:00|0.16|0.0|0.0|12.75|22.91|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:14:00|0.16|0.0|0.0|12.74|22.91|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:15:00|0.17|0.0|0.0|12.75|22.92|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:16:00|0.17|0.0|0.0|12.74|22.92|0.171|27.0|38.8|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:17:00|0.16|0.0|0.0|12.75|22.89|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:18:00|0.16|0.0|0.0|12.75|22.91|0.171|27.0|38.8|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:19:00|0.17|0.0|0.0|12.74|22.89|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:20:00|0.16|0.0|0.0|12.74|22.89|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:21:00|0.17|0.0|0.0|12.74|22.87|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:22:00|0.16|0.0|0.0|12.75|22.9|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:23:00|0.16|0.0|0.0|12.75|22.89|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:24:00|0.16|0.0|0.0|12.74|22.9|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:25:00|0.17|0.0|0.0|12.75|22.9|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:26:00|0.16|0.0|0.0|12.75|22.87|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:27:00|0.15|0.0|0.0|12.74|22.87|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:28:00|0.15|0.0|0.0|12.74|22.9|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:29:00|0.17|0.0|0.0|12.74|22.9|0.171|27.0|38.9|mo____|14.3|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|14.3
2019-09-03|00:30:00|0.16|0.0|0.0|12.75|22.86|0.171|26.9|38.9|mo____|11.7|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|11.7
2019-09-03|00:31:00|0.17|0.0|0.0|12.74|22.86|0.171|27.0|38.9|mo____|11.7|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|11.7
2019-09-03|00:32:00|0.17|0.0|0.0|12.75|22.86|0.171|26.9|38.9|mo____|11.7|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|11.7
2019-09-03|00:33:00|0.16|0.0|0.0|12.74|22.89|0.171|26.9|38.9|mo____|11.7|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|11.7
2019-09-03|00:34:00|0.16|0.0|0.0|12.75|22.85|0.171|26.9|38.9|mo____|11.7|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|11.7
2019-09-03|00:35:00|0.16|0.0|0.0|12.74|22.89|0.171|26.9|38.9|mo____|11.7|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|11.7
2019-09-03|00:36:00|0.16|0.0|0.0|12.74|22.86|0.171|26.9|38.9|mo____|11.7|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|11.7
2019-09-03|00:37:00|0.15|0.0|0.0|12.75|22.86|0.171|26.9|38.9|mo____|11.7|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|11.7
2019-09-03|00:38:00|0.15|0.0|0.0|12.74|22.89|0.171|26.9|38.9|mo____|11.7|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|11.7
2019-09-03|00:39:00|0.18|0.0|0.0|12.74|22.86|0.171|26.9|38.9|mo____|11.7|80|0|2.3|1024.2|0.0|10|245|sw|2|3|18|11.7
2019-09-03|00:40:00|0.16|0.0|0.0|12.74|22.86|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:41:00|0.16|0.0|0.0|12.74|22.88|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:42:00|0.17|0.0|0.0|12.74|22.85|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:43:00|0.16|0.0|0.0|12.74|22.86|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:44:00|0.16|0.0|0.0|12.74|22.84|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:45:00|0.14|0.0|0.0|12.74|22.86|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:46:00|0.17|0.0|0.0|12.75|22.86|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:47:00|0.16|0.0|0.0|12.75|22.84|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:48:00|0.17|0.0|0.0|12.74|22.86|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:49:00|0.16|0.0|0.0|12.74|22.87|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:50:00|0.17|0.0|0.0|12.74|22.86|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:51:00|0.16|0.0|0.0|12.75|22.86|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:52:00|0.16|0.0|0.0|12.74|22.86|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:53:00|0.16|0.0|0.0|12.74|22.83|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:54:00|0.17|0.0|0.0|12.74|22.86|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:55:00|0.16|0.0|0.0|12.74|22.83|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:56:00|0.16|0.0|0.0|12.74|22.82|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:57:00|0.15|0.0|0.0|12.75|22.85|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:58:00|0.16|0.0|0.0|12.74|22.82|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|00:59:00|0.15|0.0|0.0|12.74|22.83|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|01:00:00|0.16|0.0|0.0|12.74|22.81|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|01:01:00|0.15|0.0|0.0|12.74|22.81|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|01:02:00|0.15|0.0|0.0|12.75|22.81|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|01:03:00|0.17|0.0|0.0|12.74|22.84|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|01:04:00|0.17|0.0|0.0|12.74|22.81|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
2019-09-03|01:05:00|0.15|0.0|0.0|12.74|22.8|0.171|26.9|38.9|mo____|11.6|80|0|2.3|1024.3|0.0|10|245|sw|2|3|18|11.6
