Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)
2019-08-04|00:00:00|0.16|0.0|0.0|12.86|23.24|0.0|27.5|43.5|mb____|16.3|95|0|1.7|1016.8|0.0|25
2019-08-04|00:01:00|0.16|0.0|0.0|12.85|23.27|0.0|27.5|43.5|mb____|16.3|95|0|1.7|1016.8|0.0|25
2019-08-04|00:02:00|0.16|0.0|0.0|12.85|23.29|0.0|27.5|43.6|mb____|16.3|95|0|1.7|1016.8|0.0|25
2019-08-04|00:03:00|0.18|0.0|0.0|12.85|23.27|0.0|27.5|43.5|mb____|16.3|95|0|1.7|1016.8|0.0|25
2019-08-04|00:04:00|0.16|0.0|0.0|12.85|23.25|0.0|27.5|43.5|mb____|16.3|95|0|1.7|1016.8|0.0|25
2019-08-04|00:05:00|0.16|0.0|0.0|12.85|23.27|0.0|27.5|43.5|mb____|16.3|95|0|1.7|1016.8|0.0|25
2019-08-04|00:06:00|0.16|0.0|0.0|12.85|23.27|0.0|27.5|43.5|mb____|16.3|95|0|1.7|1016.8|0.0|25
2019-08-04|00:07:00|0.17|0.0|0.0|12.85|23.25|0.0|27.5|43.5|mb____|16.3|95|0|1.7|1016.8|0.0|25
2019-08-04|00:08:00|0.17|0.0|0.0|12.85|23.27|0.0|27.5|43.5|mb____|16.3|95|0|1.7|1016.8|0.0|25
2019-08-04|00:09:00|0.15|0.0|0.0|12.85|23.26|0.057|27.5|43.5|mb____|16.3|95|0|1.7|1016.8|0.0|25
2019-08-04|00:10:00|0.16|0.0|0.0|12.85|23.25|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:11:00|0.17|0.0|0.0|12.85|23.26|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:12:00|0.17|0.0|0.0|12.85|23.27|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:13:00|0.16|0.0|0.0|12.85|23.25|0.0|27.5|43.5|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:14:00|0.15|0.0|0.0|12.85|23.26|-0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:15:00|0.16|0.0|0.0|12.85|23.3|0.057|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:16:00|0.15|0.0|0.0|12.85|23.24|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:17:00|0.16|0.0|0.0|12.85|23.28|0.0|27.5|43.5|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:18:00|0.17|0.0|0.0|12.85|23.28|0.0|27.5|43.5|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:19:00|0.17|0.0|0.0|12.85|23.28|-0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:20:00|0.16|0.0|0.0|12.85|23.24|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:21:00|0.17|0.0|0.0|12.85|23.28|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:22:00|0.15|0.0|0.0|12.85|23.25|0.0|27.5|43.5|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:23:00|0.17|0.0|0.0|12.85|23.29|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:24:00|0.17|0.0|0.0|12.85|23.3|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:25:00|0.16|0.0|0.0|12.85|23.25|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:26:00|0.16|0.0|0.0|12.85|23.27|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:27:00|0.18|0.0|0.0|12.85|23.27|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:28:00|0.16|0.0|0.0|12.85|23.26|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:29:00|0.17|0.0|0.0|12.85|23.24|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:30:00|0.18|0.0|0.0|12.85|23.25|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:31:00|0.16|0.0|0.0|12.85|23.25|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:32:00|0.15|0.0|0.0|12.84|23.28|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:33:00|0.17|0.0|0.0|12.85|23.29|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:34:00|0.17|0.0|0.0|12.85|23.24|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:35:00|0.17|0.0|0.0|12.85|23.29|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:36:00|0.16|0.0|0.0|12.85|23.27|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:37:00|0.17|0.0|0.0|12.85|23.25|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:38:00|0.16|0.0|0.0|12.85|23.27|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:39:00|0.17|0.0|0.0|12.85|23.28|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:40:00|0.16|0.0|0.0|12.85|23.29|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:41:00|0.16|0.0|0.0|12.84|23.27|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:42:00|0.17|0.0|0.0|12.84|23.29|0.057|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:43:00|0.18|0.0|0.0|12.85|23.25|0.0|27.5|43.4|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:44:00|0.17|0.0|0.0|12.85|23.27|0.0|27.5|43.3|mb____|16.0|95|0|1.7|1016.9|0.0|25
2019-08-04|00:45:00|0.16|0.0|0.0|12.83|23.28|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:46:00|0.15|0.0|0.0|12.84|23.24|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:47:00|0.16|0.0|0.0|12.84|23.24|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:48:00|0.15|0.0|0.0|12.84|23.26|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:49:00|0.16|0.0|0.0|12.85|23.25|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:50:00|0.17|0.0|0.0|12.84|23.28|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:51:00|0.16|0.0|0.0|12.84|23.24|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:52:00|0.16|0.0|0.0|12.85|23.29|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:53:00|0.16|0.0|0.0|12.84|23.24|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:54:00|0.16|0.0|0.0|12.84|23.24|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:55:00|0.17|0.0|0.0|12.85|23.24|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:56:00|0.15|0.0|0.0|12.84|23.26|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:57:00|0.17|0.0|0.0|12.85|23.28|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:58:00|0.16|0.0|0.0|12.84|23.28|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|00:59:00|0.16|0.0|0.0|12.83|23.27|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|01:00:00|0.18|0.0|0.0|12.83|23.25|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|01:01:00|0.14|0.0|0.0|12.83|23.26|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|01:02:00|0.17|0.0|0.0|12.84|23.24|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|01:03:00|0.16|0.0|0.0|12.84|23.24|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|01:04:00|0.16|0.0|0.0|12.84|23.27|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|01:05:00|0.16|0.0|0.0|12.84|23.24|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|01:06:00|0.18|0.0|0.0|12.83|23.26|0.0|27.5|43.4|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|01:07:00|0.17|0.0|0.0|12.84|23.24|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|01:08:00|0.17|0.0|0.0|12.84|23.23|0.057|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|01:09:00|0.16|0.0|0.0|12.84|23.24|0.0|27.5|43.3|mb____|15.9|95|0|1.7|1016.9|0.0|25
2019-08-04|01:10:00|0.16|0.0|0.0|12.84|23.26|0.0|27.5|43.3|mb____|15.7|95|0|1.8|1016.9|0.0|35
2019-08-04|01:11:00|0.17|0.0|0.0|12.84|23.26|0.0|27.5|43.3|mb____|15.7|95|0|1.8|1016.9|0.0|35
2019-08-04|01:12:00|0.15|0.0|0.0|12.84|23.27|-0.0|27.5|43.3|mb____|15.7|95|0|1.8|1016.9|0.0|35
2019-08-04|01:13:00|0.17|0.0|0.0|12.84|23.27|0.0|27.5|43.3|mb____|15.7|95|0|1.8|1016.9|0.0|35
2019-08-04|01:14:00|0.17|0.0|0.0|12.84|23.25|0.0|27.5|43.2|mb____|15.7|95|0|1.8|1016.9|0.0|35
2019-08-04|01:15:00|0.16|0.0|0.0|12.83|23.24|0.0|27.5|43.3|mb____|15.7|95|0|1.8|1016.9|0.0|35
2019-08-04|01:16:00|0.15|0.0|0.0|12.83|23.24|0.0|27.5|43.3|mb____|15.7|95|0|1.8|1016.9|0.0|35
2019-08-04|01:17:00|0.16|0.0|0.0|12.84|23.24|0.0|27.5|43.3|mb____|15.7|95|0|1.8|1016.9|0.0|35
2019-08-04|01:18:00|0.15|0.0|0.0|12.83|23.25|0.0|27.5|43.3|mb____|15.7|95|0|1.8|1016.9|0.0|35
2019-08-04|01:19:00|0.18|0.0|0.0|12.84|23.28|0.0|27.5|43.3|mb____|15.7|95|0|1.8|1016.9|0.0|35
2019-08-04|01:20:00|0.16|0.0|0.0|12.83|23.25|0.0|27.5|43.3|mb____|15.2|95|0|1.8|1016.9|0.0|35
2019-08-04|01:21:00|0.15|0.0|0.0|12.83|23.25|0.0|27.5|43.3|mb____|15.2|95|0|1.8|1016.9|0.0|35
2019-08-04|01:22:00|0.15|0.0|0.0|12.83|23.26|0.0|27.5|43.3|mb____|15.2|95|0|1.8|1016.9|0.0|35
2019-08-04|01:23:00|0.15|0.0|0.0|12.83|23.24|0.0|27.5|43.3|mb____|15.2|95|0|1.8|1016.9|0.0|35
2019-08-04|01:24:00|0.16|0.0|0.0|12.83|23.28|0.0|27.5|43.3|mb____|15.2|95|0|1.8|1016.9|0.0|35
2019-08-04|01:25:00|0.18|0.0|0.0|12.83|23.26|0.0|27.5|43.3|mb____|15.2|95|0|1.8|1016.9|0.0|35
2019-08-04|01:26:00|0.17|0.0|0.0|12.83|23.25|0.0|27.5|43.3|mb____|15.2|95|0|1.8|1016.9|0.0|35
2019-08-04|01:27:00|0.17|0.0|0.0|12.83|23.26|0.0|27.5|43.3|mb____|15.2|95|0|1.8|1016.9|0.0|35
2019-08-04|01:28:00|0.16|0.0|0.0|12.83|23.27|0.0|27.5|43.3|mb____|15.2|95|0|1.8|1016.9|0.0|35
2019-08-04|01:29:00|0.15|0.0|0.0|12.83|23.27|0.0|27.5|43.2|mb____|15.2|95|0|1.8|1016.9|0.0|35
2019-08-04|01:30:00|0.17|0.0|0.0|12.83|23.28|0.0|27.5|43.2|mb____|14.9|95|0|1.8|1016.9|0.0|35
2019-08-04|01:31:00|0.15|0.0|0.0|12.83|23.24|0.0|27.5|43.3|mb____|14.9|95|0|1.8|1016.9|0.0|35
2019-08-04|01:32:00|0.17|0.0|0.0|12.83|23.26|0.0|27.5|43.3|mb____|14.9|95|0|1.8|1016.9|0.0|35
2019-08-04|01:33:00|0.16|0.0|0.0|12.83|23.27|0.0|27.5|43.3|mb____|14.9|95|0|1.8|1016.9|0.0|35
2019-08-04|01:34:00|0.17|0.0|0.0|12.83|23.25|0.0|27.5|43.3|mb____|14.9|95|0|1.8|1016.9|0.0|35
2019-08-04|01:35:00|0.17|0.0|0.0|12.83|23.27|0.0|27.5|43.2|mb____|14.9|95|0|1.8|1016.9|0.0|35
2019-08-04|01:36:00|0.16|0.0|0.0|12.83|23.23|0.0|27.5|43.2|mb____|14.9|95|0|1.8|1016.9|0.0|35
2019-08-04|01:37:00|0.16|0.0|0.0|12.83|23.24|0.0|27.5|43.2|mb____|14.9|95|0|1.8|1016.9|0.0|35
