Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)|Wind's direction(°)|Wind's cardinal direction|Wind's speed(Beaufort)|Wind gust(Beaufort)|Wind gust(km/h)|Feel-like temperature
2019-08-21|00:00:00|0.18|0.0|0.0|12.81|23.38|0.171|27.1|44.2|mdr2__|14.0|95|0|3.5|1025.4|1.8|90|285|w|3|5|29|14.0
2019-08-21|00:01:00|0.16|0.0|0.0|12.82|23.41|0.227|27.1|44.2|mdr2__|14.0|95|0|3.5|1025.4|1.8|90|285|w|3|5|29|14.0
2019-08-21|00:02:00|0.18|0.0|0.0|12.81|23.38|0.227|27.1|44.2|mdr2__|14.0|95|0|3.5|1025.4|1.8|90|285|w|3|5|29|14.0
2019-08-21|00:03:00|0.17|0.0|0.0|12.81|23.4|0.227|27.1|44.2|mdr2__|14.0|95|0|3.5|1025.4|1.8|90|285|w|3|5|29|14.0
2019-08-21|00:04:00|0.18|0.0|0.0|12.81|23.4|0.227|27.1|44.2|mdr2__|14.0|95|0|3.5|1025.4|1.8|90|285|w|3|5|29|14.0
2019-08-21|00:05:00|0.18|0.0|0.0|12.81|23.36|0.227|27.1|44.2|mdr2__|14.0|95|0|3.5|1025.4|1.8|90|285|w|3|5|29|14.0
2019-08-21|00:06:00|0.18|0.0|0.0|12.81|23.35|0.227|27.1|44.2|mdr2__|14.0|95|0|3.5|1025.4|1.8|90|285|w|3|5|29|14.0
2019-08-21|00:07:00|0.2|0.0|0.0|12.82|23.38|0.227|27.1|44.2|mdr2__|14.0|95|0|3.5|1025.4|1.8|90|285|w|3|5|29|14.0
2019-08-21|00:08:00|0.18|0.0|0.0|12.81|23.38|0.227|27.1|44.1|mdr2__|14.0|95|0|3.5|1025.4|1.8|90|285|w|3|5|29|14.0
2019-08-21|00:09:00|0.16|0.0|0.0|12.81|23.4|0.227|27.1|44.1|mdr2__|14.0|95|0|3.5|1025.4|1.8|90|285|w|3|5|29|14.0
2019-08-21|00:10:00|0.17|0.0|0.0|12.8|23.34|0.227|27.1|44.2|mdr2__|14.0|95|0|3.6|1025.7|2.7|90|285|w|3|4|28|14.0
2019-08-21|00:11:00|0.19|0.0|0.0|12.81|23.38|0.227|27.1|44.2|mdr2__|14.0|95|0|3.6|1025.7|2.7|90|285|w|3|4|28|14.0
2019-08-21|00:12:00|0.18|0.0|0.0|12.81|23.38|0.227|27.1|44.2|mdr2__|14.0|95|0|3.6|1025.7|2.7|90|285|w|3|4|28|14.0
2019-08-21|00:13:00|0.18|0.0|0.0|12.81|23.34|0.227|27.1|44.2|mdr2__|14.0|95|0|3.6|1025.7|2.7|90|285|w|3|4|28|14.0
2019-08-21|00:14:00|0.18|0.0|0.0|12.81|23.35|0.227|27.1|44.2|mdr2__|14.0|95|0|3.6|1025.7|2.7|90|285|w|3|4|28|14.0
2019-08-21|00:15:00|0.18|0.0|0.0|12.81|23.37|0.227|27.1|44.2|mdr2__|14.0|95|0|3.6|1025.7|2.7|90|285|w|3|4|28|14.0
2019-08-21|00:16:00|0.19|0.0|0.0|12.81|23.37|0.227|27.1|44.2|mdr2__|14.0|95|0|3.6|1025.7|2.7|90|285|w|3|4|28|14.0
2019-08-21|00:17:00|0.17|0.0|0.0|12.8|23.34|0.227|27.1|44.2|mdr2__|14.0|95|0|3.6|1025.7|2.7|90|285|w|3|4|28|14.0
2019-08-21|00:18:00|0.18|0.0|0.0|12.8|23.32|0.227|27.1|44.2|mdr2__|14.0|95|0|3.6|1025.7|2.7|90|285|w|3|4|28|14.0
2019-08-21|00:19:00|0.19|0.0|0.0|12.81|23.35|0.227|27.1|44.3|mdr2__|14.0|95|0|3.6|1025.7|2.7|90|285|w|3|4|28|14.0
2019-08-21|00:20:00|0.17|0.0|0.0|12.81|23.32|0.227|27.1|44.3|mdr2__|13.9|95|0|3.6|1025.8|3.3|90|285|w|3|4|28|13.9
2019-08-21|00:21:00|0.16|0.0|0.0|12.8|23.35|0.227|27.1|44.2|mdr2__|13.9|95|0|3.6|1025.8|3.3|90|285|w|3|4|28|13.9
2019-08-21|00:22:00|0.18|0.0|0.0|12.8|23.35|0.227|27.1|44.1|mdr2__|13.9|95|0|3.6|1025.8|3.3|90|285|w|3|4|28|13.9
2019-08-21|00:23:00|0.17|0.0|0.0|12.8|23.34|0.227|27.1|44.1|mdr2__|13.9|95|0|3.6|1025.8|3.3|90|285|w|3|4|28|13.9
2019-08-21|00:24:00|0.19|0.0|0.0|12.8|23.33|0.227|27.1|44.2|mdr2__|13.9|95|0|3.6|1025.8|3.3|90|285|w|3|4|28|13.9
2019-08-21|00:25:00|0.19|0.0|0.0|12.8|23.31|0.227|27.1|44.2|mdr2__|13.9|95|0|3.6|1025.8|3.3|90|285|w|3|4|28|13.9
2019-08-21|00:26:00|0.18|0.0|0.0|12.81|23.32|0.227|27.1|44.2|mdr2__|13.9|95|0|3.6|1025.8|3.3|90|285|w|3|4|28|13.9
2019-08-21|00:27:00|0.17|0.0|0.0|12.8|23.3|0.227|27.1|44.3|mdr2__|13.9|95|0|3.6|1025.8|3.3|90|285|w|3|4|28|13.9
2019-08-21|00:28:00|0.2|0.0|0.0|12.8|23.33|0.227|27.1|44.3|mdr2__|13.9|95|0|3.6|1025.8|3.3|90|285|w|3|4|28|13.9
2019-08-21|00:29:00|0.19|0.0|0.0|12.8|23.33|0.227|27.1|44.3|mdr2__|13.9|95|0|3.6|1025.8|3.3|90|285|w|3|4|28|13.9
2019-08-21|00:30:00|0.18|0.0|0.0|12.8|23.34|0.227|27.1|44.3|mdr2__|13.2|95|0|3.6|1025.9|4.2|90|285|w|3|4|28|13.2
