Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)|Wind's direction(°)|Wind's cardinal direction|Wind's speed(Beaufort)|Wind gust(Beaufort)|Wind gust(km/h)|Feel-like temperature|Azimuth|Elevation
2019-09-25|00:00:00|0.18|0.0|0.0|12.75|21.78|0.171|26.1|39.2|mdr1__|14.0|75|0|2.9|1011.4|0.3|60|240|sw|2|4|23|14.0|0.00|0.00
2019-09-25|00:01:00|0.17|0.0|0.0|12.76|21.81|0.171|26.1|39.2|mdr1__|14.0|75|0|2.9|1011.4|0.3|60|240|sw|2|4|23|14.0|0.00|0.00
2019-09-25|00:02:00|0.17|0.0|0.0|12.75|21.81|0.171|26.1|39.2|mdr1__|14.0|75|0|2.9|1011.4|0.3|60|240|sw|2|4|23|14.0|0.00|0.00
2019-09-25|00:03:00|0.18|0.0|0.0|12.76|21.77|0.171|26.1|39.2|mdr1__|14.0|75|0|2.9|1011.4|0.3|60|240|sw|2|4|23|14.0|0.00|0.00
2019-09-25|00:04:00|0.18|0.0|0.0|12.75|21.79|0.171|26.1|39.2|mdr1__|14.0|75|0|2.9|1011.4|0.3|60|240|sw|2|4|23|14.0|0.00|0.00
2019-09-25|00:05:00|0.16|0.0|0.0|12.75|21.77|0.171|26.1|39.2|mdr1__|14.0|75|0|2.9|1011.4|0.3|60|240|sw|2|4|23|14.0|0.00|0.00
2019-09-25|00:06:00|0.17|0.0|0.0|12.75|21.79|0.171|26.2|39.2|mdr1__|14.0|75|0|2.9|1011.4|0.3|60|240|sw|2|4|23|14.0|0.00|0.00
2019-09-25|00:07:00|0.18|0.0|0.0|12.75|21.77|0.171|26.2|39.2|mdr1__|14.0|75|0|2.9|1011.4|0.3|60|240|sw|2|4|23|14.0|0.00|0.00
2019-09-25|00:08:00|0.16|0.0|0.0|12.75|21.76|0.171|26.2|39.2|mdr1__|14.0|80|0|2.9|1011.4|0.1|55|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:09:00|0.18|0.0|0.0|12.75|21.78|0.171|26.2|39.2|mdr1__|14.0|80|0|2.9|1011.4|0.1|55|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:10:00|0.17|0.0|0.0|12.75|21.76|0.171|26.1|39.2|mdr1__|14.0|80|0|2.9|1011.4|0.1|55|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:11:00|0.16|0.0|0.0|12.75|21.77|0.171|26.2|39.2|mdr1__|14.0|80|0|2.9|1011.4|0.1|55|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:12:00|0.16|0.0|0.0|12.75|21.8|0.171|26.2|39.2|mdr1__|14.0|80|0|2.9|1011.4|0.1|55|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:13:00|0.17|0.0|0.0|12.75|21.76|0.171|26.2|39.2|mdr1__|14.0|80|0|2.9|1011.4|0.1|55|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:14:00|0.16|0.0|0.0|12.75|21.79|0.171|26.1|39.2|mdr1__|14.0|80|0|2.9|1011.4|0.1|55|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:15:00|0.18|0.0|0.0|12.75|21.78|0.171|26.1|39.2|mdr1__|14.0|80|0|2.9|1011.4|0.1|55|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:16:00|0.17|0.0|0.0|12.75|21.79|0.171|26.1|39.2|mdr1__|14.0|80|0|2.9|1011.4|0.1|55|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:17:00|0.17|0.0|0.0|12.75|21.78|0.171|26.1|39.2|mdr1__|14.0|80|0|2.9|1011.4|0.1|55|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:18:00|0.16|0.0|0.0|12.75|21.79|0.171|26.1|39.2|md____|14.0|75|0|2.9|1011.4|0.0|45|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:19:00|0.16|0.0|0.0|12.75|21.76|0.171|26.1|39.2|md____|14.0|75|0|2.9|1011.4|0.0|45|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:20:00|0.17|0.0|0.0|12.75|21.75|0.171|26.1|39.2|md____|14.0|75|0|2.9|1011.4|0.0|45|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:21:00|0.16|0.0|0.0|12.75|21.78|0.171|26.1|39.2|md____|14.0|75|0|2.9|1011.4|0.0|45|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:22:00|0.18|0.0|0.0|12.75|21.78|0.171|26.1|39.2|md____|14.0|75|0|2.9|1011.4|0.0|45|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:23:00|0.17|0.0|0.0|12.75|21.75|0.171|26.1|39.2|md____|14.0|75|0|2.9|1011.4|0.0|45|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:24:00|0.16|0.0|0.0|12.75|21.77|0.171|26.1|39.2|md____|14.0|75|0|2.9|1011.4|0.0|45|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:25:00|0.18|0.0|0.0|12.76|21.77|0.171|26.1|39.2|md____|14.0|75|0|2.9|1011.4|0.0|45|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:26:00|0.19|0.0|0.0|12.75|21.77|0.171|26.1|39.2|md____|14.0|75|0|2.9|1011.4|0.0|45|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:27:00|0.16|0.0|0.0|12.75|21.73|0.171|26.1|39.2|md____|14.0|75|0|2.9|1011.4|0.0|45|235|sw|2|4|24|14.0|0.00|0.00
2019-09-25|00:28:00|0.16|0.0|0.0|12.75|21.77|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:29:00|0.17|0.0|0.0|12.75|21.76|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:30:00|0.18|0.0|0.0|12.75|21.76|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:31:00|0.17|0.0|0.0|12.75|21.75|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:32:00|0.18|0.0|0.0|12.75|21.77|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:33:00|0.18|0.0|0.0|12.75|21.73|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:34:00|0.19|0.0|0.0|12.74|21.73|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:35:00|0.18|0.0|0.0|12.75|21.76|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:36:00|0.19|0.0|0.0|12.74|21.71|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:37:00|0.16|0.0|0.0|12.75|21.74|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:38:00|0.17|0.0|0.0|12.75|21.72|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:39:00|0.16|0.0|0.0|12.75|21.75|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:40:00|0.16|0.0|0.0|12.75|21.72|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:41:00|0.18|0.0|0.0|12.75|21.71|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:42:00|0.16|0.0|0.0|12.75|21.76|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|235|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:43:00|0.17|0.0|0.0|12.75|21.72|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:44:00|0.17|0.0|0.0|12.75|21.76|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:45:00|0.17|0.0|0.0|12.75|21.75|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:46:00|0.18|0.0|0.0|12.75|21.75|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:47:00|0.17|0.0|0.0|12.75|21.71|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:48:00|0.17|0.0|0.0|12.75|21.73|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:49:00|0.18|0.0|0.0|12.74|21.75|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:50:00|0.16|0.0|0.0|12.75|21.75|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:51:00|0.17|0.0|0.0|12.75|21.71|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:52:00|0.16|0.0|0.0|12.75|21.74|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:53:00|0.17|0.0|0.0|12.75|21.7|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:54:00|0.15|0.0|0.0|12.75|21.74|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:55:00|0.17|0.0|0.0|12.75|21.72|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:56:00|0.17|0.0|0.0|12.75|21.74|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:57:00|0.16|0.0|0.0|12.75|21.73|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:58:00|0.17|0.0|0.0|12.75|21.7|0.171|26.1|39.2|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|00:59:00|0.17|0.0|0.0|12.75|21.72|0.171|26.1|39.1|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|01:00:00|0.18|0.0|0.0|12.75|21.73|0.171|26.1|39.1|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|01:01:00|0.16|0.0|0.0|12.75|21.73|0.171|26.1|39.1|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|01:02:00|0.17|0.0|0.0|12.75|21.7|0.171|26.1|39.1|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
2019-09-25|01:03:00|0.19|0.0|0.0|12.75|21.72|0.171|26.1|39.1|md____|13.8|75|0|2.9|1011.4|0.0|45|230|sw|2|4|25|13.8|0.00|0.00
