Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)|Wind's direction(°)|Wind's cardinal direction|Wind's speed(Beaufort)|Wind gust(Beaufort)|Wind gust(km/h)|Feel-like temperature
2019-08-22|00:00:00|0.17|0.0|0.0|12.96|23.68|0.171|27.6|39.5|md____|14.6|75|0|2.3|1026.2|0.0|40|120|so|2|3|14|14.6
2019-08-22|00:01:00|0.16|0.0|0.0|12.96|23.71|0.171|27.6|39.5|md____|14.6|75|0|2.3|1026.2|0.0|40|120|so|2|3|14|14.6
2019-08-22|00:02:00|0.17|0.0|0.0|12.96|23.68|0.171|27.6|39.6|md____|14.6|75|0|2.3|1026.2|0.0|40|120|so|2|3|14|14.6
2019-08-22|00:03:00|0.16|0.0|0.0|12.96|23.67|0.171|27.6|39.5|md____|14.6|75|0|2.3|1026.2|0.0|40|120|so|2|3|14|14.6
2019-08-22|00:04:00|0.17|0.0|0.0|12.96|23.7|0.171|27.6|39.5|md____|14.6|75|0|2.3|1026.2|0.0|40|120|so|2|3|14|14.6
2019-08-22|00:05:00|0.16|0.0|0.0|12.96|23.67|0.171|27.6|39.5|md____|14.6|75|0|2.3|1026.2|0.0|40|120|so|2|3|14|14.6
2019-08-22|00:06:00|0.16|0.0|0.0|12.96|23.66|0.171|27.6|39.6|md____|14.6|75|0|2.3|1026.2|0.0|40|120|so|2|3|14|14.6
2019-08-22|00:07:00|0.18|0.0|0.0|12.95|23.65|0.171|27.6|39.6|md____|14.6|75|0|2.3|1026.2|0.0|40|120|so|2|3|14|14.6
2019-08-22|00:08:00|0.18|0.0|0.0|12.96|23.65|0.171|27.6|39.6|md____|14.6|75|0|2.3|1026.2|0.0|40|120|so|2|3|14|14.6
2019-08-22|00:09:00|0.17|0.0|0.0|12.96|23.65|0.171|27.6|39.6|md____|14.6|75|0|2.3|1026.2|0.0|40|120|so|2|3|14|14.6
2019-08-22|00:10:00|0.18|0.0|0.0|12.96|23.64|0.171|27.6|39.5|md____|14.5|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.5
2019-08-22|00:11:00|0.16|0.0|0.0|12.95|23.64|0.171|27.6|39.6|md____|14.5|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.5
2019-08-22|00:12:00|0.17|0.0|0.0|12.96|23.66|0.171|27.6|39.6|md____|14.5|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.5
2019-08-22|00:13:00|0.18|0.0|0.0|12.96|23.66|0.171|27.6|39.6|md____|14.5|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.5
2019-08-22|00:14:00|0.18|0.0|0.0|12.95|23.65|0.171|27.6|39.6|md____|14.5|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.5
2019-08-22|00:15:00|0.16|0.0|0.0|12.96|23.68|0.171|27.6|39.6|md____|14.5|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.5
2019-08-22|00:16:00|0.16|0.0|0.0|12.96|23.64|0.171|27.6|39.6|md____|14.5|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.5
2019-08-22|00:17:00|0.16|0.0|0.0|12.96|23.65|0.171|27.6|39.6|md____|14.5|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.5
2019-08-22|00:18:00|0.16|0.0|0.0|12.95|23.67|0.171|27.6|39.6|md____|14.5|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.5
2019-08-22|00:19:00|0.19|0.0|0.0|12.96|23.64|0.171|27.6|39.6|md____|14.5|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.5
2019-08-22|00:20:00|0.17|0.0|0.0|12.96|23.63|0.171|27.6|39.6|md____|14.5|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.5
2019-08-22|00:21:00|0.16|0.0|0.0|12.96|23.65|0.171|27.6|39.6|md____|14.5|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.5
2019-08-22|00:22:00|0.18|0.0|0.0|12.95|23.65|0.171|27.6|39.6|md____|14.5|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.5
2019-08-22|00:23:00|0.15|0.0|0.0|12.95|23.64|0.171|27.6|39.6|md____|14.4|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.4
2019-08-22|00:24:00|0.18|0.0|0.0|12.96|23.62|0.171|27.6|39.6|md____|14.4|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.4
2019-08-22|00:25:00|0.16|0.0|0.0|12.96|23.62|0.171|27.6|39.6|md____|14.4|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.4
2019-08-22|00:26:00|0.18|0.0|0.0|12.96|23.62|0.171|27.6|39.6|md____|14.4|75|0|2.3|1026.1|0.0|40|120|so|2|3|14|14.4
2019-08-22|00:27:00|0.17|0.0|0.0|12.95|23.63|0.171|27.5|39.6|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:28:00|0.18|0.0|0.0|12.96|23.6|0.171|27.5|39.6|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:29:00|0.16|0.0|0.0|12.95|23.64|0.171|27.5|39.6|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:30:00|0.17|0.0|0.0|12.96|23.63|0.171|27.5|39.6|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:31:00|0.17|0.0|0.0|12.95|23.64|0.171|27.5|39.6|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:32:00|0.16|0.0|0.0|12.95|23.59|0.171|27.5|39.7|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:33:00|0.19|0.0|0.0|12.95|23.59|0.171|27.5|39.7|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:34:00|0.17|0.0|0.0|12.95|23.59|0.171|27.5|39.7|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:35:00|0.16|0.0|0.0|12.95|23.59|0.171|27.5|39.7|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:36:00|0.16|0.0|0.0|12.95|23.62|0.171|27.5|39.7|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:37:00|0.18|0.0|0.0|12.95|23.63|0.171|27.5|39.7|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:38:00|0.16|0.0|0.0|12.94|23.58|0.171|27.5|39.7|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:39:00|0.18|0.0|0.0|12.96|23.58|0.171|27.5|39.7|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:40:00|0.16|0.0|0.0|12.95|23.58|0.171|27.5|39.7|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:41:00|0.16|0.0|0.0|12.95|23.59|0.171|27.5|39.7|md____|14.0|75|0|2.4|1026.1|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:42:00|0.16|0.0|0.0|12.95|23.59|0.171|27.5|39.7|md____|14.0|75|0|2.4|1026.0|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:43:00|0.16|0.0|0.0|12.95|23.61|0.171|27.5|39.7|md____|14.0|75|0|2.4|1026.0|0.0|45|120|so|2|3|14|14.0
2019-08-22|00:44:00|0.15|0.0|0.0|12.95|23.58|0.171|27.5|39.7|md____|14.0|75|0|2.4|1026.0|0.0|45|120|so|2|3|14|14.0
