Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)
2019-08-01|00:00:00|0.16|0.0|0.0|12.93|23.66|0.0|27.6|47.7|mo____|14.0|85|0|1.7|1018.6|0.0|15
2019-08-01|00:01:00|0.15|0.0|0.0|12.92|23.66|0.0|27.6|47.7|mo____|14.0|85|0|1.7|1018.6|0.0|15
2019-08-01|00:02:00|0.15|0.0|0.0|12.93|23.63|0.0|27.6|47.7|mo____|14.0|85|0|1.7|1018.6|0.0|15
2019-08-01|00:03:00|0.16|0.0|0.0|12.92|23.64|0.0|27.6|47.7|mo____|14.0|85|0|1.7|1018.6|0.0|15
2019-08-01|00:04:00|0.16|0.0|0.0|12.92|23.63|0.0|27.6|47.6|mo____|14.0|85|0|1.7|1018.6|0.0|15
2019-08-01|00:05:00|0.16|0.0|0.0|12.92|23.65|0.0|27.6|47.7|mo____|14.0|85|0|1.7|1018.6|0.0|15
2019-08-01|00:06:00|0.15|0.0|0.0|12.92|23.64|0.0|27.6|47.7|mo____|14.0|85|0|1.7|1018.6|0.0|15
2019-08-01|00:07:00|0.16|0.0|0.0|12.92|23.65|0.0|27.6|47.6|mo____|14.0|85|0|1.7|1018.6|0.0|15
2019-08-01|00:08:00|0.16|0.0|0.0|12.92|23.62|0.0|27.6|47.6|mo____|14.0|85|0|1.7|1018.6|0.0|15
2019-08-01|00:09:00|0.16|0.0|0.0|12.92|23.62|0.0|27.6|47.6|mo____|14.0|85|0|1.7|1018.6|0.0|15
2019-08-01|00:10:00|0.16|0.0|0.0|12.92|23.63|0.0|27.6|47.6|mo____|14.0|85|0|1.7|1018.6|0.0|15
2019-08-01|00:11:00|0.14|0.0|0.0|12.92|23.64|0.0|27.6|47.6|mo____|14.8|85|0|1.7|1018.8|0.0|20
2019-08-01|00:12:00|0.16|0.0|0.0|12.92|23.64|0.0|27.6|47.6|mo____|14.8|85|0|1.7|1018.8|0.0|20
2019-08-01|00:13:00|0.15|0.0|0.0|12.92|23.65|0.0|27.6|47.6|mo____|14.8|85|0|1.7|1018.8|0.0|20
2019-08-01|00:14:00|0.16|0.0|0.0|12.93|23.65|0.057|27.6|47.6|mo____|14.8|85|0|1.7|1018.8|0.0|20
2019-08-01|00:15:00|0.16|0.0|0.0|12.92|23.62|0.0|27.7|47.6|mo____|14.8|85|0|1.7|1018.8|0.0|20
2019-08-01|00:16:00|0.16|0.0|0.0|12.92|23.62|0.0|27.6|47.6|mo____|14.8|85|0|1.7|1018.8|0.0|20
2019-08-01|00:17:00|0.15|0.0|0.0|12.92|23.62|0.0|27.6|47.6|mo____|14.8|85|0|1.7|1018.8|0.0|20
2019-08-01|00:18:00|0.16|0.0|0.0|12.92|23.61|0.0|27.7|47.6|mo____|14.8|85|0|1.7|1018.8|0.0|20
2019-08-01|00:19:00|0.16|0.0|0.0|12.92|23.64|0.0|27.7|47.6|mo____|14.8|85|0|1.7|1018.8|0.0|20
