Date|Time|Voltage(V)|Current(A)|Power(W)|Battery Voltage(V)|Ambient Temp.(°C)|Light Int.(lux)|Temperature sensor(°C)|Humidity sensor(RH)|Weather condition|Temperature WetterOnline(°C)|Humidity WetterOnline(RH)|Global radiation(W/m^2)|Wind's speed(m/s)|Ground pressure(hPa)|Rainfall(mm)|Rainfall's possibility(%)|Wind's direction(°)|Wind's cardinal direction|Wind's speed(Beaufort)|Wind gust(Beaufort)|Wind gust(km/h)|Feel-like temperature|Azimuth|Elevation
2019-09-30|00:00:00|0.15|0.0|0.0|13.04|22.24|0.171|26.8|33.8|mb____|17.2|55|0|6.1|1006.5|0.0|30|240|sw|4|7|52|17.2|0.00|0.00
2019-09-30|00:01:00|0.16|0.0|0.0|13.03|22.23|0.171|26.8|33.8|mb____|17.2|55|0|6.1|1006.5|0.0|30|240|sw|4|7|52|17.2|0.00|0.00
2019-09-30|00:02:00|0.15|0.0|0.0|13.04|22.2|0.171|26.7|33.9|mb____|17.2|55|0|6.1|1006.5|0.0|30|240|sw|4|7|52|17.2|0.00|0.00
2019-09-30|00:03:00|0.15|0.0|0.0|13.04|22.21|0.171|26.7|33.9|mb____|17.2|55|0|6.1|1006.5|0.0|30|240|sw|4|7|52|17.2|0.00|0.00
2019-09-30|00:04:00|0.14|0.0|0.0|13.04|22.22|0.171|26.7|33.9|mb____|17.2|55|0|6.1|1006.5|0.0|30|240|sw|4|7|52|17.2|0.00|0.00
2019-09-30|00:05:00|0.15|0.0|0.0|13.04|22.2|0.171|26.7|33.9|mb____|17.2|55|0|6.1|1006.5|0.0|30|240|sw|4|7|52|17.2|0.00|0.00
2019-09-30|00:06:00|0.16|0.0|0.0|13.03|22.23|0.171|26.7|33.9|mb____|17.2|55|0|6.1|1006.5|0.0|30|240|sw|4|7|52|17.2|0.00|0.00
2019-09-30|00:07:00|0.17|0.0|0.0|13.04|22.23|0.171|26.7|33.9|mb____|17.2|55|0|6.1|1006.5|0.0|30|240|sw|4|7|52|17.2|0.00|0.00
2019-09-30|00:08:00|0.16|0.0|0.0|13.03|22.19|0.171|26.7|33.9|mb____|17.2|55|0|6.1|1006.5|0.0|30|240|sw|4|7|52|17.2|0.00|0.00
2019-09-30|00:09:00|0.16|0.0|0.0|13.04|22.19|0.171|26.7|33.9|mb____|17.2|55|0|6.1|1006.5|0.0|30|240|sw|4|7|52|17.2|0.00|0.00
2019-09-30|00:10:00|0.17|0.0|0.0|13.03|22.18|0.171|26.7|34.0|mo____|17.0|55|0|6.5|1006.5|0.0|15|240|sw|4|7|53|17.0|0.00|0.00
2019-09-30|00:11:00|0.15|0.0|0.0|13.03|22.21|0.171|26.7|34.0|mo____|17.0|55|0|6.5|1006.5|0.0|15|240|sw|4|7|53|17.0|0.00|0.00
2019-09-30|00:12:00|0.16|0.0|0.0|13.03|22.2|0.171|26.7|34.0|mo____|17.0|55|0|6.5|1006.5|0.0|15|240|sw|4|7|53|17.0|0.00|0.00
2019-09-30|00:13:00|0.14|0.0|0.0|13.03|22.19|0.171|26.7|34.0|mo____|17.0|55|0|6.5|1006.5|0.0|15|240|sw|4|7|53|17.0|0.00|0.00
2019-09-30|00:14:00|0.16|0.0|0.0|13.03|22.22|0.171|26.7|34.0|mo____|17.0|55|0|6.5|1006.5|0.0|15|240|sw|4|7|53|17.0|0.00|0.00
2019-09-30|00:15:00|0.15|0.0|0.0|13.03|22.21|0.171|26.7|34.0|mo____|17.0|55|0|6.5|1006.5|0.0|15|240|sw|4|7|53|17.0|0.00|0.00
2019-09-30|00:16:00|0.16|0.0|0.0|13.03|22.2|0.171|26.7|34.0|mo____|17.0|55|0|6.5|1006.5|0.0|15|240|sw|4|7|53|17.0|0.00|0.00
2019-09-30|00:17:00|0.15|0.0|0.0|13.03|22.18|0.171|26.7|34.0|mo____|17.0|55|0|6.5|1006.5|0.0|15|240|sw|4|7|53|17.0|0.00|0.00
2019-09-30|00:18:00|0.16|0.0|0.0|13.03|22.2|0.171|26.7|34.0|mo____|17.0|55|0|6.5|1006.5|0.0|15|240|sw|4|7|53|17.0|0.00|0.00
2019-09-30|00:19:00|0.16|0.0|0.0|13.03|22.2|0.171|26.7|34.0|mo____|17.0|55|0|6.5|1006.5|0.0|15|240|sw|4|7|53|17.0|0.00|0.00
2019-09-30|00:20:00|0.15|0.0|0.0|13.03|22.18|0.171|26.7|34.0|mo____|16.9|55|0|6.6|1006.4|0.0|10|240|sw|4|7|53|16.9|0.00|0.00
2019-09-30|00:21:00|0.17|0.0|0.0|13.03|22.17|0.171|26.7|34.0|mo____|16.9|55|0|6.6|1006.4|0.0|10|240|sw|4|7|53|16.9|0.00|0.00
2019-09-30|00:22:00|0.16|0.0|0.0|13.03|22.21|0.171|26.7|34.0|mo____|16.9|55|0|6.6|1006.4|0.0|10|240|sw|4|7|53|16.9|0.00|0.00
2019-09-30|00:23:00|0.16|0.0|0.0|13.03|22.21|0.171|26.7|34.0|mo____|16.9|55|0|6.6|1006.4|0.0|10|240|sw|4|7|53|16.9|0.00|0.00
2019-09-30|00:24:00|0.16|0.0|0.0|13.03|22.21|0.171|26.7|34.0|mo____|16.9|55|0|6.6|1006.4|0.0|10|240|sw|4|7|53|16.9|0.00|0.00
2019-09-30|00:25:00|0.18|0.0|0.0|13.03|22.18|0.171|26.7|34.0|mo____|16.9|55|0|6.6|1006.4|0.0|10|240|sw|4|7|53|16.9|0.00|0.00
2019-09-30|00:26:00|0.15|0.0|0.0|13.03|22.17|0.171|26.7|34.0|mo____|16.9|55|0|6.6|1006.4|0.0|10|240|sw|4|7|53|16.9|0.00|0.00
2019-09-30|00:27:00|0.14|0.0|0.0|13.03|22.19|0.171|26.7|34.0|mo____|16.9|55|0|6.6|1006.4|0.0|10|240|sw|4|7|53|16.9|0.00|0.00
2019-09-30|00:28:00|0.16|0.0|0.0|13.03|22.2|0.171|26.7|34.0|mo____|16.9|55|0|6.6|1006.4|0.0|10|240|sw|4|7|53|16.9|0.00|0.00
2019-09-30|00:29:00|0.16|0.0|0.0|13.03|22.17|0.171|26.7|34.0|mo____|16.9|55|0|6.6|1006.4|0.0|10|240|sw|4|7|53|16.9|0.00|0.00
2019-09-30|00:30:00|0.15|0.0|0.0|13.03|22.2|0.171|26.7|34.0|mo____|18.4|60|0|6.7|1006.4|0.0|10|240|sw|4|7|53|18.4|0.00|0.00
2019-09-30|00:31:00|0.16|0.0|0.0|13.03|22.2|0.171|26.7|34.0|mo____|18.4|60|0|6.7|1006.4|0.0|10|240|sw|4|7|53|18.4|0.00|0.00
2019-09-30|00:32:00|0.15|0.0|0.0|13.03|22.17|0.171|26.7|34.0|mo____|18.4|60|0|6.7|1006.4|0.0|10|240|sw|4|7|53|18.4|0.00|0.00
2019-09-30|00:33:00|0.16|0.0|0.0|13.03|22.18|0.171|26.7|34.0|mo____|18.4|60|0|6.7|1006.4|0.0|10|240|sw|4|7|53|18.4|0.00|0.00
2019-09-30|00:34:00|0.15|0.0|0.0|13.03|22.16|0.171|26.7|34.0|mo____|18.4|60|0|6.7|1006.4|0.0|10|240|sw|4|7|53|18.4|0.00|0.00
2019-09-30|00:35:00|0.16|0.0|0.0|13.03|22.18|0.171|26.7|34.0|mo____|18.4|60|0|6.7|1006.4|0.0|10|240|sw|4|7|53|18.4|0.00|0.00
2019-09-30|00:36:00|0.16|0.0|0.0|13.03|22.16|0.171|26.7|34.0|mo____|18.4|60|0|6.7|1006.4|0.0|10|240|sw|4|7|53|18.4|0.00|0.00
2019-09-30|00:37:00|0.14|0.0|0.0|13.03|22.16|0.171|26.7|34.0|mo____|18.4|60|0|6.7|1006.4|0.0|10|240|sw|4|7|53|18.4|0.00|0.00
2019-09-30|00:38:00|0.17|0.0|0.0|13.03|22.17|0.171|26.7|34.0|mo____|18.4|60|0|6.7|1006.4|0.0|10|240|sw|4|7|53|18.4|0.00|0.00
2019-09-30|00:39:00|0.15|0.0|0.0|13.03|22.18|0.171|26.7|34.0|mo____|18.4|60|0|6.7|1006.4|0.0|10|240|sw|4|7|53|18.4|0.00|0.00
2019-09-30|00:40:00|0.16|0.0|0.0|13.03|22.16|0.171|26.7|34.0|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:41:00|0.15|0.0|0.0|13.03|22.2|0.171|26.7|34.0|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:42:00|0.16|0.0|0.0|13.03|22.18|0.171|26.7|34.0|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:43:00|0.16|0.0|0.0|13.02|22.2|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:44:00|0.15|0.0|0.0|13.03|22.17|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:45:00|0.15|0.0|0.0|13.03|22.18|0.171|26.7|34.0|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:46:00|0.16|0.0|0.0|13.03|22.17|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:47:00|0.16|0.0|0.0|13.03|22.16|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:48:00|0.15|0.0|0.0|13.02|22.18|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:49:00|0.19|0.0|0.0|13.03|22.17|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:50:00|0.15|0.0|0.0|13.02|22.18|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:51:00|0.16|0.0|0.0|13.02|22.15|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:52:00|0.17|0.0|0.0|13.03|22.17|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:53:00|0.17|0.0|0.0|13.02|22.17|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:54:00|0.16|0.0|0.0|13.02|22.15|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:55:00|0.15|0.0|0.0|13.02|22.15|0.171|26.6|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:56:00|0.17|0.0|0.0|13.03|22.17|0.171|26.6|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:57:00|0.16|0.0|0.0|13.02|22.15|0.171|26.6|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:58:00|0.15|0.0|0.0|13.02|22.18|0.171|26.6|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|00:59:00|0.18|0.0|0.0|13.03|22.19|0.171|26.6|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|01:00:00|0.14|0.0|0.0|13.02|22.14|0.171|26.6|34.2|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|01:01:00|0.15|0.0|0.0|13.02|22.17|0.171|26.6|34.2|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|01:02:00|0.16|0.0|0.0|13.02|22.17|0.171|26.6|34.2|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|01:03:00|0.14|0.0|0.0|13.02|22.19|0.171|26.6|34.2|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|01:04:00|0.15|0.0|0.0|13.02|22.15|0.171|26.6|34.2|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|01:05:00|0.16|0.0|0.0|13.02|22.15|0.171|26.6|34.2|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|01:06:00|0.15|0.0|0.0|13.02|22.15|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|01:07:00|0.15|0.0|0.0|13.02|22.15|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|01:08:00|0.16|0.0|0.0|13.02|22.15|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|01:09:00|0.15|0.0|0.0|13.02|22.15|0.171|26.7|34.1|mo____|18.3|60|0|6.8|1006.3|0.0|10|240|sw|4|7|54|18.3|0.00|0.00
2019-09-30|01:10:00|0.14|0.0|0.0|13.02|22.14|0.171|26.7|34.1|mo____|18.2|60|0|7.1|1006.2|0.0|10|245|sw|4|7|54|18.2|0.00|0.00
2019-09-30|01:11:00|0.16|0.0|0.0|13.02|22.16|0.171|26.7|34.1|mo____|18.2|60|0|7.1|1006.2|0.0|10|245|sw|4|7|54|18.2|0.00|0.00
2019-09-30|01:12:00|0.15|0.0|0.0|13.02|22.15|0.171|26.7|34.1|mo____|18.2|60|0|7.1|1006.2|0.0|10|245|sw|4|7|54|18.2|0.00|0.00
2019-09-30|01:13:00|0.16|0.0|0.0|13.02|22.18|0.171|26.7|34.1|mo____|18.2|60|0|7.1|1006.2|0.0|10|245|sw|4|7|54|18.2|0.00|0.00
2019-09-30|01:14:00|0.15|0.0|0.0|13.02|22.15|0.171|26.7|34.1|mo____|18.2|60|0|7.1|1006.2|0.0|10|245|sw|4|7|54|18.2|0.00|0.00
2019-09-30|01:15:00|0.14|0.0|0.0|13.02|22.18|0.171|26.7|34.1|mo____|18.2|60|0|7.1|1006.2|0.0|10|245|sw|4|7|54|18.2|0.00|0.00
2019-09-30|01:16:00|0.15|0.0|0.0|13.01|22.18|0.171|26.7|34.1|mo____|18.2|60|0|7.1|1006.2|0.0|10|245|sw|4|7|54|18.2|0.00|0.00
2019-09-30|01:17:00|0.14|0.0|0.0|13.02|22.14|0.171|26.7|34.1|mo____|18.2|60|0|7.1|1006.2|0.0|10|245|sw|4|7|54|18.2|0.00|0.00
2019-09-30|01:18:00|0.16|0.0|0.0|13.01|22.15|0.171|26.7|34.1|mo____|18.2|60|0|7.1|1006.2|0.0|10|245|sw|4|7|54|18.2|0.00|0.00
2019-09-30|01:19:00|0.16|0.0|0.0|13.02|22.14|0.171|26.7|34.1|mo____|18.2|60|0|7.1|1006.2|0.0|10|245|sw|4|7|54|18.2|0.00|0.00
2019-09-30|01:20:00|0.18|0.0|0.0|13.02|22.16|0.171|26.7|34.1|mo____|18.2|60|0|7.2|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:21:00|0.16|0.0|0.0|13.01|22.13|0.171|26.7|34.1|mo____|18.2|60|0|7.2|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:22:00|0.17|0.0|0.0|13.02|22.17|0.171|26.7|34.1|mo____|18.2|60|0|7.2|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:23:00|0.15|0.0|0.0|13.02|22.14|0.171|26.7|34.1|mo____|18.2|60|0|7.2|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:24:00|0.15|0.0|0.0|13.01|22.17|0.171|26.7|34.1|mo____|18.2|60|0|7.2|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:25:00|0.15|0.0|0.0|13.01|22.14|0.171|26.7|34.1|mo____|18.2|60|0|7.2|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:26:00|0.15|0.0|0.0|13.01|22.16|0.171|26.7|34.1|mo____|18.2|60|0|7.2|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:27:00|0.16|0.0|0.0|13.02|22.15|0.171|26.7|34.1|mo____|18.2|60|0|7.2|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:28:00|0.16|0.0|0.0|13.01|22.16|0.171|26.7|34.1|mo____|18.2|60|0|7.2|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:29:00|0.16|0.0|0.0|13.02|22.15|0.171|26.7|34.1|mo____|18.2|60|0|7.2|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:30:00|0.16|0.0|0.0|13.01|22.13|0.171|26.7|34.1|mo____|18.2|60|0|7.3|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:31:00|0.17|0.0|0.0|13.01|22.16|0.171|26.7|34.1|mo____|18.2|60|0|7.3|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:32:00|0.16|0.0|0.0|13.01|22.14|0.171|26.7|34.2|mo____|18.2|60|0|7.3|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:33:00|0.17|0.0|0.0|13.01|22.14|0.171|26.7|34.2|mo____|18.2|60|0|7.3|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:34:00|0.16|0.0|0.0|13.01|22.16|0.171|26.7|34.2|mo____|18.2|60|0|7.3|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:35:00|0.16|0.0|0.0|13.01|22.13|0.171|26.7|34.2|mo____|18.2|60|0|7.3|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:36:00|0.18|0.0|0.0|13.01|22.15|0.171|26.7|34.2|mo____|18.2|60|0|7.3|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:37:00|0.16|0.0|0.0|13.01|22.15|0.171|26.7|34.2|mo____|18.2|60|0|7.3|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:38:00|0.16|0.0|0.0|13.01|22.12|0.171|26.7|34.1|mo____|18.2|60|0|7.3|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
2019-09-30|01:39:00|0.15|0.0|0.0|13.01|22.12|0.171|26.7|34.2|mo____|18.2|60|0|7.3|1006.2|0.0|10|245|sw|4|7|55|18.2|0.00|0.00
